restaurant	x	y
r1	7231	5075
r2	7180	7536
r3	8365	4018
r4	3961	7512
r5	9585	8967
r6	8589	7793
r7	2712	7411
r8	10596	7115
r9	9675	8961
r10	3274	3019
r11	2585	7343
r12	4499	7234
r13	4270	5208
r14	8217	8241
r15	8518	4624
r16	8309	5475
r17	4579	6773
r18	6034	6143
r19	3272	7293
r20	9160	7920
r21	9565	7541
r22	8693	6301
r23	9867	5535
r24	7062	4901
r25	6537	9281
r26	8249	8191
r27	8930	7598
r28	8977	7468
r29	8336	5250
r30	5635	7966
r31	9635	8947
r32	4330	5547
r33	4750	7214
r34	8366	4454
r35	4191	2751
r36	9336	9060
r37	6594	9419
r38	6592	8124
r39	9430	9305
r40	8248	8186
r41	7333	9053
r42	9237	4280
r43	9480	9288
r44	7149	5417
r45	1696	6558
r46	4290	5368
r47	8080	6389
r48	8490	3927
r49	8277	8263
r50	9401	8749
r51	9349	4486
r52	9687	7719
r53	3051	5180
r54	8254	4603
r55	8190	5386
r56	4877	7192
r57	8307	7783
r58	798	4067
r59	9532	9097
r60	8849	7997
r61	8544	7332
r62	3115	7181
r63	8621	7894
r64	6625	9396
r65	6800	9280
r66	8329	3107
r67	8321	4705
r68	6061	6154
r69	8083	5443
r70	3234	5248
r71	6975	9262
r72	8784	7884
r73	9011	9439
r74	8639	5631
r75	4492	5428
r76	7163	7460
r77	380	6537
r78	9413	7496
r79	8463	7565
r80	3938	5292
r81	11287	3034
r82	7300	4966
r83	787	4081
r84	8581	7892
r85	9649	7463
r86	8483	5865
r87	8280	9993
r88	9762	7546
r89	7423	6233
r90	8281	6349
r91	484	6591
r92	5270	7291
r93	8324	3265
r94	8807	6781
r95	7527	7841
r96	8934	4123
r97	9443	8706
r98	5963	5961
r99	7191	5233
r100	7630	9204
r101	8211	8908
r102	6007	9176
r103	9128	6106
r104	6679	9332
r105	8739	7772
r106	9718	7558
r107	5898	5979
r108	4064	7498
r109	8322	7990
r110	7617	5357
r111	8320	4933
r112	4283	5482
r113	8928	6895
r114	9442	6939
r115	7892	5524
r116	8104	5107
r117	9317	6724
r118	8557	6978
r119	2677	7210
r120	8600	7626
r121	8214	8366
r122	7496	5170
r123	9325	9213
r124	4416	7551
r125	3333	5309
r126	9609	9210
r127	3205	4341
r128	5909	7979
r129	8534	7949
r130	4177	5307
r131	9020	4053
r132	7642	5060
r133	6617	9393
r134	3202	5339
