order	x	y	placement_time	restaurant	ready_time
o1	6804	4869	357	r1	376
o2	8662	8195	278	r2	300
o3	11396	6500	335	r3	348
o4	6281	6840	739	r4	746
o5	6773	10097	785	r5	810
o6	7704	7046	800	r3	820
o7	8047	8303	339	r6	351
o8	3429	7938	655	r7	665
o9	11243	8261	705	r8	725
o10	6394	7065	790	r9	806
o11	1111	2491	285	r10	328
o12	7766	7768	638	r11	693
o13	8905	9005	813	r12	818
o14	9004	7120	874	r13	899
o15	1021	6739	603	r11	623
o16	7169	4917	529	r14	559
o17	9328	5622	585	r15	605
o18	7355	7419	476	r16	486
o19	8467	8297	621	r9	646
o20	6811	6932	639	r16	649
o21	2156	7071	636	r17	643
o22	7454	10072	677	r18	687
o23	6587	4811	731	r19	741
o24	6049	5669	642	r20	651
o25	10128	8089	882	r6	900
o26	9100	7914	386	r21	392
o27	9595	7465	772	r22	802
o28	9972	7442	535	r2	545
o29	5934	6074	408	r2	415
o30	8570	5492	544	r16	554
o31	8310	7516	261	r23	323
o32	7769	4641	721	r24	739
o33	7363	9034	835	r25	865
o34	9537	8847	689	r26	716
o35	9080	9271	675	r27	702
o36	9145	7066	309	r28	320
o37	8243	4964	491	r3	498
o38	9240	3792	762	r20	784
o39	9577	8511	874	r6	883
o40	10011	8793	814	r29	829
o41	6076	6739	328	r14	358
o42	10556	9182	931	r9	946
o43	8233	9945	342	r30	357
o44	11103	7307	723	r31	743
o45	6294	5872	772	r32	786
o46	8466	7693	365	r33	376
o47	8293	9504	689	r34	702
o48	5238	6977	352	r35	364
o49	11144	8175	841	r9	864
o50	7890	8102	783	r36	789
o51	7000	8153	229	r37	242
o52	3569	9531	820	r4	830
o53	9129	6856	758	r15	767
o54	7825	8509	708	r38	738
o55	10822	7373	690	r6	697
o56	8476	8649	777	r16	821
o57	8257	7802	369	r39	384
o58	9942	8751	812	r40	836
o59	6339	9428	775	r41	787
o60	8864	6058	906	r20	926
o61	7044	6905	439	r42	460
o62	10923	7601	951	r43	959
o63	8597	8243	283	r21	297
o64	7279	3834	766	r44	796
o65	6275	6198	869	r45	885
o66	10891	7683	871	r9	884
o67	6372	5861	563	r46	582
o68	8121	8908	797	r29	812
o69	7088	5956	722	r47	727
o70	8123	9857	282	r37	303
o71	4073	5171	869	r46	884
o72	3988	2682	799	r48	819
o73	7901	9438	782	r49	797
o74	6448	6207	783	r34	823
o75	6967	3891	220	r23	260
o76	9629	8815	613	r50	638
o77	7110	5832	787	r16	822
o78	8885	8262	836	r14	866
o79	10465	7025	264	r42	274
o80	10237	8208	614	r31	635
o81	9713	3534	684	r51	711
o82	5337	6846	914	r34	924
o83	8707	6723	968	r52	998
o84	8560	8227	845	r11	886
o85	2433	7283	525	r53	546
o86	8515	8876	947	r20	967
o87	8339	8137	935	r9	939
o88	7610	2971	311	r54	352
o89	9372	8020	696	r31	706
o90	8791	5735	783	r55	798
o91	8880	6068	595	r16	605
o92	7912	9100	509	r56	524
o93	6877	7458	332	r20	357
o94	10164	8167	312	r57	337
o95	8792	9021	770	r40	792
o96	6134	6965	937	r20	943
o97	9015	8360	769	r49	784
o98	6349	7738	272	r2	300
o99	10009	4124	649	r14	679
o100	2443	1873	192	r58	226
o101	5645	5561	782	r46	796
o102	6395	9738	553	r41	573
o103	9614	8729	884	r42	899
o104	9236	9233	809	r59	829
o105	8917	8520	834	r60	845
o106	2353	4528	855	r17	876
o107	9359	7829	782	r42	813
o108	9181	7099	879	r8	897
o109	9855	2106	911	r20	926
o110	9172	9107	717	r61	751
o111	2088	5443	853	r19	873
o112	9463	9586	363	r16	378
o113	6689	3543	443	r24	463
o114	6972	3996	720	r24	745
o115	9112	4972	673	r26	702
o116	7526	7573	849	r62	869
o117	5708	7189	644	r63	655
o118	1529	7059	490	r11	510
o119	9067	8355	584	r30	599
o120	8480	8584	343	r52	373
o121	8007	10049	713	r64	724
o122	7917	9082	837	r65	848
o123	6768	7511	914	r41	928
o124	1305	7056	806	r2	816
o125	11032	7357	295	r66	320
o126	9751	4423	742	r34	778
o127	8263	6658	742	r26	774
o128	9932	1913	896	r20	911
o129	7548	6785	903	r13	916
o130	3011	7255	505	r11	535
o131	7803	6857	803	r67	842
o132	7712	9707	791	r20	811
o133	8906	7728	576	r66	611
o134	4216	3953	805	r68	822
o135	10332	7910	547	r69	548
o136	9054	8193	333	r39	362
o137	6632	6169	357	r35	367
o138	646	6775	811	r70	839
o139	9279	8618	539	r20	568
o140	8995	4208	449	r42	472
o141	8820	7083	400	r16	410
o142	7574	5447	717	r6	724
o143	4171	7500	859	r71	886
o144	8003	3910	653	r16	663
o145	7864	7015	850	r72	876
o146	6238	5168	758	r71	773
o147	8459	8348	939	r20	957
o148	8517	7864	612	r16	622
o149	9030	8202	533	r41	548
o150	10949	7471	780	r73	802
o151	3909	7675	837	r11	886
o152	7998	9238	856	r3	883
o153	8085	4637	376	r47	380
o154	8397	6962	864	r40	884
o155	11148	8256	417	r27	452
o156	5487	7980	985	r20	996
o157	8627	4399	492	r74	512
o158	9477	10302	731	r9	757
o159	8039	8136	347	r75	356
o160	10050	8460	442	r40	453
o161	10922	8126	590	r47	593
o162	5169	7678	751	r76	761
o163	6745	4888	847	r32	862
o164	4019	3105	396	r77	407
o165	9503	10058	478	r39	493
o166	7180	4746	871	r24	883
o167	9287	7440	822	r9	850
o168	10226	8115	451	r20	476
o169	5598	5598	831	r44	856
o170	974	4938	336	r11	371
o171	6377	9352	725	r45	755
o172	9430	9525	450	r78	467
o173	3405	7701	822	r6	831
o174	3277	7562	731	r41	745
o175	8924	6965	513	r79	528
o176	5924	6996	595	r80	625
o177	8890	8821	478	r9	498
o178	11169	7987	418	r81	437
o179	7090	4097	805	r82	810
o180	8841	8455	846	r60	875
o181	9047	3998	289	r55	298
o182	9411	9055	692	r9	710
o183	8754	8009	760	r76	764
o184	1150	4272	330	r83	335
o185	7442	8761	806	r84	827
o186	8851	6993	782	r43	786
o187	9499	8257	954	r20	967
o188	7029	1754	941	r24	949
o189	2220	5531	574	r11	604
o190	7975	9061	866	r85	896
o191	10166	2226	465	r86	485
o192	6475	9267	576	r86	610
o193	8231	9526	612	r9	632
o194	7318	5603	876	r44	893
o195	6748	7506	671	r45	691
o196	7710	9163	818	r47	820
o197	12025	2549	783	r81	797
o198	7544	7670	654	r16	664
o199	2133	7212	608	r11	633
o200	9822	4116	855	r3	883
o201	5966	4282	504	r68	526
o202	8452	10284	392	r87	452
o203	7058	9444	784	r20	804
o204	7707	8811	624	r2	629
o205	4938	7824	573	r88	584
o206	9173	8545	530	r81	554
o207	6111	7602	735	r13	741
o208	8786	9368	191	r89	206
o209	2705	7062	430	r7	443
o210	3608	5555	403	r32	423
o211	10707	6723	449	r21	459
o212	7424	5993	798	r20	841
o213	6550	4363	882	r24	887
o214	7375	9134	821	r71	836
o215	8861	8369	788	r9	813
o216	8349	5471	839	r90	876
o217	7338	7943	606	r9	626
o218	8677	7873	561	r61	577
o219	9135	8475	780	r30	795
o220	8420	5514	402	r41	417
o221	9179	8586	393	r16	403
o222	9406	1948	677	r2	687
o223	7750	6194	707	r76	711
o224	10557	4963	773	r47	775
o225	1550	6418	870	r45	886
o226	1530	5567	609	r91	639
o227	9198	7238	386	r64	403
o228	7034	6949	339	r52	369
o229	6969	8417	111	r92	119
o230	6623	9154	723	r44	743
o231	3770	6674	456	r91	476
o232	9427	5174	748	r61	776
o233	8295	8433	810	r25	840
o234	9612	3973	846	r93	858
o235	8132	5992	217	r94	222
o236	9402	6791	792	r95	817
o237	7087	9744	771	r14	801
o238	8191	9697	294	r94	302
o239	7153	6899	261	r23	301
o240	7100	5375	301	r96	337
o241	11279	7803	321	r15	328
o242	9230	9947	631	r92	645
o243	9058	8006	361	r97	371
o244	10736	5504	393	r20	419
o245	4268	7515	731	r98	753
o246	6942	5924	816	r68	826
o247	7655	9232	605	r20	637
o248	10988	6573	804	r55	813
o249	5865	6710	340	r99	370
o250	8139	6780	817	r43	822
o251	7173	9836	798	r60	806
o252	8818	6989	399	r100	404
o253	10657	8056	753	r2	768
o254	6569	4537	801	r99	813
o255	5100	7196	764	r11	789
o256	3411	7583	519	r79	534
o257	3417	1523	339	r10	364
o258	9130	9270	826	r65	836
o259	8998	8535	611	r101	636
o260	9527	8094	816	r9	836
o261	9112	2892	843	r15	861
o262	8021	1796	508	r35	518
o263	6418	5099	766	r71	776
o264	4805	6776	797	r45	822
o265	8984	9031	365	r6	375
o266	1615	5577	273	r98	298
o267	2907	6794	680	r45	705
o268	7163	6347	290	r23	350
o269	6068	7011	531	r2	541
o270	6177	8327	406	r102	423
o271	8401	6791	534	r103	544
o272	8443	9737	602	r2	617
o273	3489	6567	237	r37	247
o274	2160	7014	444	r19	474
o275	4939	5022	788	r32	798
o276	6435	6891	753	r68	773
o277	6976	7167	752	r17	768
