courier	x	y	on_time	off_time
c1	9781	2224	0	90
c2	2089	5772	0	45
c3	8590	7186	90	270
c4	4438	749	90	270
c5	10019	2461	90	270
c6	8122	10286	90	270
c7	7800	3576	90	270
c8	1568	7245	90	270
c9	11222	4347	90	165
c10	10254	2725	150	210
c11	1751	7281	210	330
c12	5601	11101	210	270
c13	10920	5137	270	450
c14	11558	7513	270	450
c15	11525	5371	270	450
c16	5971	12080	270	450
c17	9154	1709	270	450
c18	5806	610	270	450
c19	3242	1151	270	330
c20	9033	2512	390	510
c21	7344	7745	390	450
c22	4830	877	450	630
c23	9925	2364	450	630
c24	4793	5346	450	630
c25	4007	10369	450	630
c26	10475	3551	450	630
c27	10541	6623	450	630
c28	7236	3517	450	630
c29	8506	1307	450	630
c30	4386	9291	450	630
c31	8109	1114	450	630
c32	8368	1236	450	630
c33	6071	6481	450	630
c34	8538	1923	450	510
c35	3819	1810	465	586
c36	9201	1742	510	690
c37	8839	1499	510	690
c38	5559	3371	510	690
c39	7480	6639	510	690
c40	7795	10723	510	690
c41	10361	8219	510	690
c42	6184	7486	510	690
c43	10916	6179	510	630
c44	10185	7144	510	630
c45	4547	9912	630	750
c46	7966	6357	630	750
c47	11640	6485	630	750
c48	4490	7631	630	750
c49	9093	1665	630	690
c50	7553	4693	690	840
c51	3641	985	690	840
c52	0	5891	690	810
c53	9483	11103	690	761
