restaurant	x	y
r1	7703	2956
r2	8283	3652
r3	8111	3671
r4	7805	2651
r5	6708	2310
r6	10089	4642
r7	8062	4820
r8	5538	3314
r9	9448	3425
r10	5193	5316
r11	2164	4743
r12	8070	5119
r13	3745	2917
r14	5849	6701
r15	6728	4883
r16	7694	3094
r17	7919	1523
r18	8011	3717
r19	3958	2788
r20	7855	5650
r21	3890	5129
r22	8140	4835
r23	2195	4711
r24	7739	1868
r25	9417	3578
r26	9169	6433
r27	8907	1764
r28	8463	5185
r29	7823	5248
r30	8545	2508
r31	3493	2705
r32	8810	1807
r33	8787	6116
r34	4011	4891
r35	8657	3455
r36	9386	3484
r37	9034	6639
r38	2935	4548
r39	4734	4593
r40	9359	4271
r41	4356	4673
r42	9165	4976
r43	5623	3460
r44	9193	6440
r45	8080	4711
r46	4002	4208
r47	8249	2928
r48	7756	2493
r49	8402	1460
r50	6696	1368
r51	6698	2622
r52	6399	6637
r53	6662	2415
r54	7813	5094
r55	7747	2839
r56	7720	4773
r57	7862	3928
r58	7763	5590
r59	8920	6676
r60	8408	1569
r61	9331	6148
r62	9230	6262
r63	9352	6221
r64	4198	4660
r65	6935	3721
r66	9194	6566
r67	9413	2884
r68	7739	2814
r69	7965	2390
r70	7957	1953
r71	9230	6194
r72	8937	4210
r73	7869	731
r74	5808	6705
r75	9127	4784
r76	5980	5469
r77	5664	3388
r78	4302	4718
r79	6239	6819
r80	7967	2724
r81	7221	6370
r82	7697	6365
r83	5457	5283
r84	3825	140
r85	7006	6582
r86	8763	7429
r87	7670	2826
r88	6706	2442
r89	8183	3053
r90	8589	5075
r91	8566	4677
r92	9322	4775
r93	4131	4284
