restaurant	x	y
r1	16454	20565
r2	13883	18003
r3	14276	17708
r4	14465	18629
r5	15242	18833
r6	17752	15050
r7	13341	11147
r8	17592	17346
r9	11936	21334
r10	14896	21786
r11	13807	18028
r12	16611	21606
r13	17384	14287
r14	12735	17188
r15	17415	14474
r16	18358	16878
r17	13606	17313
r18	14423	21305
r19	12878	23558
r20	17998	14513
r21	20699	5736
r22	15699	21620
r23	17739	15709
r24	15107	13563
r25	16232	18047
r26	17272	16326
r27	13907	18070
r28	17394	11762
r29	17650	15976
r30	17388	14232
r31	21429	5636
r32	14452	24494
r33	18370	15976
r34	16116	17416
r35	12991	19061
r36	14077	17906
r37	16157	19716
r38	16443	20567
r39	14926	22139
r40	18100	16433
r41	14600	20436
r42	16838	14847
r43	13696	19997
r44	15170	24104
r45	10596	19494
r46	17323	14391
r47	13032	24118
r48	14087	18061
r49	15888	21716
r50	16263	15378
r51	17533	14533
r52	14524	17344
r53	13868	22691
r54	13784	16411
r55	18048	13323
r56	15476	12192
r57	16483	20922
r58	10600	23708
r59	17846	16324
r60	16516	15814
r61	16835	14737
r62	16951	15024
r63	16659	15689
r64	12056	18875
r65	13006	11149
r66	18029	13161
r67	9991	20628
r68	16530	19392
r69	13719	17950
r70	19657	321
r71	13349	13457
r72	14682	25462
r73	16649	21257
r74	17994	16610
r75	13952	16452
r76	16623	20850
r77	14979	19708
r78	16117	19017
r79	13777	18044
r80	17962	15414
r81	16805	20049
r82	14438	22276
r83	11797	22019
r84	13268	11225
r85	16688	20274
r86	18247	15391
r87	16597	20665
r88	16129	15483
r89	14222	19687
r90	17939	14721
r91	11946	18873
r92	15900	14614
r93	17265	17310
r94	18030	16634
r95	15854	10072
r96	15821	17892
r97	16098	21345
r98	14798	14819
r99	16453	20944
r100	15635	14961
r101	16691	14675
r102	11013	18889
r103	17977	14150
r104	17353	14383
r105	15844	18470
r106	14715	23771
r107	12944	19258
r108	15807	20700
r109	13779	18048
r110	16509	21101
r111	11287	18833
r112	16940	19807
r113	17178	19157
r114	15089	12125
r115	16222	14480
r116	17671	15702
r117	14215	19843
r118	17992	13629
r119	14033	18101
r120	12254	24535
r121	18837	15237
r122	15049	15759
r123	16951	19670
r124	16448	20493
r125	17783	17132
r126	17629	14611
r127	11405	20207
r128	11046	26240
r129	17971	16177
r130	6955	29459
r131	21147	5774
r132	17278	16436
r133	17206	15358
r134	16817	20643
r135	16796	14976
r136	15123	20780
r137	13400	22976
r138	14865	21331
r139	15979	9156
r140	13383	20568
r141	16853	13640
r142	15436	15348
r143	14391	23769
r144	15774	18469
r145	14270	12299
r146	14456	20620
r147	17258	15578
r148	17337	17428
r149	15855	18986
r150	16301	18708
r151	13242	13497
r152	17998	16418
r153	13300	23893
r154	16089	19880
r155	16875	19925
r156	15579	21407
r157	17924	17353
r158	13991	17295
r159	17998	14538
r160	13385	15634
r161	18473	15327
r162	12080	19393
r163	18093	17066
r164	10205	18941
r165	18043	16992
r166	16102	14429
r167	14287	17411
r168	16255	21441
r169	16626	20464
r170	15169	16456
r171	18004	14839
r172	17924	14898
r173	17485	15048
r174	16056	19911
r175	15326	25752
r176	11770	23033
r177	18790	15896
r178	17544	14589
r179	15222	21332
r180	15928	15498
r181	13752	16583
r182	15566	21283
r183	16199	18341
r184	15326	16112
r185	10920	24435
r186	15724	20135
r187	15252	24706
r188	16287	19759
r189	17671	15711
r190	18197	15367
r191	17712	13952
r192	16061	19732
r193	15854	21794
r194	16975	14818
r195	17924	16201
r196	17552	15652
r197	17335	18026
r198	18163	15961
r199	18302	16172
r200	14499	25685
r201	13392	18894
r202	17358	16183
r203	18097	13277
r204	1339	29331
r205	16376	12952
r206	17310	15160
r207	17206	14354
r208	11780	22997
r209	16145	15429
r210	15913	19286
r211	18249	15244
