restaurant	x	y
r1	15249	23301
r2	15360	16728
r3	18561	15123
r4	18698	19830
r5	19648	14334
r6	18174	20943
r7	15603	18265
r8	16550	24063
r9	19439	16138
r10	15611	23066
r11	18285	20838
r12	12786	26446
r13	17429	21626
r14	19909	16250
r15	5990	31193
r16	19495	16187
r17	16992	19168
r18	16952	13713
r19	22578	6017
r20	18478	16075
r21	15090	19361
r22	16668	22166
r23	16016	21966
r24	16827	21074
r25	15560	23087
r26	18242	19742
r27	19047	14771
r28	19102	16484
r29	13635	21647
r30	18218	21245
r31	19611	16512
r32	14604	23913
r33	13051	20520
r34	19397	14218
r35	18335	21139
r36	14840	24391
r37	18040	22615
r38	20137	16536
r39	18438	20217
r40	19615	16498
r41	15552	16793
r42	20550	16126
r43	18328	20987
r44	18568	20171
r45	19797	16885
r46	18019	14757
r47	15689	18341
r48	13838	24908
r49	18997	19455
r50	12215	21089
r51	19190	15950
r52	19589	16432
r53	13748	19853
r54	19001	17830
r55	16022	24027
r56	18643	13786
r57	17917	15835
r58	16154	17590
r59	16102	24067
r60	17265	12536
r61	17957	14747
r62	17930	18437
r63	18347	20505
r64	15832	19973
r65	18260	21535
r66	14488	24008
r67	19619	17317
r68	16376	17563
r69	16205	21532
r70	15961	18020
r71	18530	19991
r72	19786	15081
r73	15077	13815
r74	18254	21329
r75	17987	17746
r76	18426	15022
r77	21468	778
r78	17754	20231
r79	13171	19113
r80	19490	16249
r81	13218	20776
r82	17102	24964
r83	16315	20826
r84	17580	9453
r85	19671	13300
r86	17686	21899
r87	18840	16689
r88	13535	23143
r89	19754	13608
r90	19149	12110
r91	17506	20331
r92	19015	17713
r93	19084	18303
r94	17162	20709
r95	18508	20237
r96	17474	21934
r97	19796	16754
r98	17801	20076
r99	13448	22325
r100	18026	13310
r101	19861	13634
r102	13444	23362
r103	14782	19314
r104	15423	18339
r105	17519	18339
r106	17613	19164
r107	15489	18238
r108	16008	19937
r109	14908	24167
r110	19764	16872
r111	8750	29785
r112	19861	16924
r113	13729	19951
r114	17837	19297
r115	16477	15086
r116	15638	18303
r117	15577	17595
r118	17867	18574
r119	17260	21705
r120	19413	17531
r121	15700	18367
r122	20422	15431
r123	19695	15703
r124	16298	22579
r125	18207	21073
r126	18024	22360
r127	17893	15411
r128	16854	16095
r129	17449	22278
r130	13902	19691
r131	17957	20063
r132	17775	21515
r133	16606	12561
r134	18059	13305
r135	13600	19271
r136	19807	15154
r137	14644	19503
r138	12162	19879
r139	16962	24300
r140	12612	19150
r141	19790	16619
r142	19194	15989
r143	17890	19887
r144	16249	20817
r145	17084	16268
r146	2996	29558
r147	15445	9489
r148	17454	21299
r149	18339	22034
r150	16831	16441
r151	20016	15716
r152	16159	24827
r153	17359	15177
r154	19363	14911
r155	18010	18952
r156	12371	23220
r157	16665	12500
r158	17504	15475
r159	16162	18923
r160	17831	20181
r161	19120	16538
r162	17486	19698
r163	11882	19964
r164	19724	15497
r165	14892	24371
r166	17459	20982
r167	17679	10279
r168	20004	16470
r169	16254	25728
r170	17237	12490
r171	11392	24775
r172	18789	17187
r173	19772	16987
r174	15500	18379
r175	15087	11420
r176	16297	12514
r177	19748	17344
r178	18937	18167
r179	16630	22493
r180	18583	20764
r181	20139	16413
r182	19657	16517
r183	16609	21667
r184	17929	18377
r185	14142	24771
r186	19904	16361
r187	2961	29634
r188	14807	17027
r189	19874	17224
r190	13824	19247
r191	17843	19301
r192	18062	14771
r193	17841	21583
r194	17456	22283
r195	15485	17920
r196	13834	19728
r197	17988	21678
r198	16956	21644
r199	23196	5995
r200	19907	14853
r201	19665	14466
r202	19943	17072
r203	16714	19988
r204	18466	20176
r205	21219	12917
r206	17107	12514
r207	18244	20858
r208	17881	15621
r209	18276	20882
r210	17982	18195
r211	17920	18584
r212	15670	16681
r213	15167	17710
