order	x	y	placement_time	restaurant	ready_time
o1	29643	13034	7	r1	13
o2	31804	12821	8	r2	21
o3	27066	20881	16	r3	24
o4	29723	13210	30	r2	48
o5	28854	16831	34	r4	59
o6	26702	18990	36	r3	63
o7	29875	16212	41	r3	56
o8	25613	14751	47	r3	57
o9	27259	22925	48	r5	64
o10	29075	20236	52	r6	54
o11	28641	18931	56	r3	62
o12	28281	10634	57	r7	82
o13	25927	10909	62	r8	87
o14	29713	15794	63	r9	75
o15	27028	13539	64	r10	67
o16	29191	19536	65	r11	70
o17	30401	10697	65	r12	93
o18	30052	12420	66	r13	84
o19	25242	22179	66	r14	73
o20	25526	10942	68	r7	99
o21	30553	12001	68	r15	80
o22	13332	37211	69	r16	94
o23	26068	15924	69	r17	102
o24	34061	2937	69	r18	87
o25	27857	19724	70	r19	88
o26	29845	16611	70	r17	102
o27	27457	17844	71	r20	78
o28	34241	2498	71	r21	76
o29	25375	23750	73	r22	90
o30	29429	11447	74	r1	92
o31	28376	22384	75	r14	112
o32	30785	13283	76	r3	97
o33	29439	16396	76	r14	94
o34	29017	14840	78	r20	89
o35	34399	2509	80	r21	93
o36	25262	16067	80	r23	90
o37	27878	16158	82	r14	112
o38	34284	3144	84	r18	87
o39	27639	14081	84	r24	125
o40	16166	46251	85	r16	101
o41	28997	20234	87	r14	109
o42	31034	11360	88	r14	101
o43	30324	12663	89	r25	100
o44	29124	19794	90	r14	108
o45	29367	11227	91	r13	119
o46	28252	19444	91	r26	128
o47	28846	18773	92	r14	117
o48	29287	12088	92	r9	94
o49	23031	17919	93	r14	126
o50	23583	17655	93	r14	110
o51	27309	14831	93	r26	130
o52	25995	13907	94	r23	109
o53	28567	20548	96	r14	132
o54	31045	9848	97	r12	107
o55	25821	19779	98	r27	104
o56	28976	18964	100	r28	111
o57	16697	27399	102	r29	124
o58	23267	12929	103	r30	136
o59	29759	17169	104	r31	134
o60	23753	17870	105	r17	136
o61	25408	14588	106	r32	143
o62	23653	17738	106	r14	146
o63	27421	12826	107	r7	144
o64	31340	13680	108	r15	120
o65	29937	12825	108	r33	114
o66	28349	16393	108	r14	138
o67	33042	5066	109	r18	120
o68	18391	20089	109	r34	136
o69	24536	21860	109	r14	131
o70	28608	19372	109	r35	135
o71	28839	11608	110	r14	137
o72	26069	20573	111	r22	131
o73	30261	12699	112	r24	142
o74	30643	13613	112	r15	124
o75	34011	0	113	r21	124
o76	27109	15973	113	r36	138
o77	31308	12284	114	r37	136
o78	27926	14432	117	r23	129
o79	29326	6852	117	r21	138
o80	30709	10751	118	r38	130
o81	26416	13115	118	r23	125
o82	28006	10365	118	r8	150
o83	29893	12106	119	r39	121
o84	29091	19598	120	r11	121
o85	23930	17096	122	r14	144
o86	32016	5574	123	r21	138
o87	29925	12791	127	r40	152
o88	30586	10349	127	r18	129
o89	29422	7486	127	r41	139
o90	29551	15024	128	r33	156
o91	31457	12367	128	r14	153
o92	25984	14930	129	r7	157
o93	30945	13398	130	r42	133
o94	28375	13740	132	r40	163
o95	26244	14546	136	r20	154
o96	24325	17102	137	r43	163
o97	29721	17247	137	r42	140
o98	27072	20076	140	r44	145
o99	27532	14727	140	r10	142
o100	24034	8992	140	r45	152
o101	26537	22305	140	r22	156
o102	31088	9365	140	r7	155
o103	11453	32351	141	r46	157
o104	25636	15827	142	r14	160
o105	28546	23356	143	r14	163
o106	29378	12568	143	r3	168
o107	23996	16217	144	r14	154
o108	10926	34900	146	r47	161
o109	26107	15129	147	r48	175
o110	30236	10922	147	r49	159
o111	25524	16863	148	r28	169
o112	30276	11192	149	r37	171
o113	28767	13220	149	r23	159
o114	30091	14960	149	r50	181
o115	26834	16956	152	r17	174
o116	21074	29710	153	r34	160
o117	34293	3104	153	r18	171
o118	29307	20362	153	r51	185
o119	25865	14084	155	r30	180
o120	30970	9931	155	r12	178
o121	27175	8734	156	r1	162
o122	29993	14325	157	r14	168
o123	29731	17763	157	r52	185
o124	26578	8610	158	r41	170
o125	31654	13058	158	r53	170
o126	23837	21149	160	r14	172
o127	23999	16969	163	r14	171
o128	29093	15434	163	r38	181
o129	28857	19268	164	r54	172
o130	28925	18550	164	r28	172
o131	27781	17035	164	r20	170
o132	3219	29664	167	r46	184
o133	28432	18956	167	r28	185
o134	32623	2448	168	r21	176
o135	28459	21495	168	r14	179
o136	27400	16629	170	r14	177
o137	30927	10200	170	r1	176
o138	23977	17860	171	r55	176
o139	28774	18948	171	r17	197
o140	25392	12058	171	r27	173
o141	25701	13946	173	r56	186
o142	26358	15830	173	r36	203
o143	21025	19302	175	r43	261
o144	27327	20313	175	r43	236
o145	24805	16238	175	r20	187
o146	29178	20598	177	r14	180
o147	30385	15302	180	r31	205
o148	24057	16801	180	r43	260
o149	24101	21067	186	r43	247
o150	26734	18732	186	r35	207
o151	26681	15678	186	r23	198
o152	25258	8805	188	r8	224
o153	28360	21569	188	r55	200
o154	28354	13452	191	r52	209
o155	30919	12534	193	r57	218
o156	32258	4795	193	r18	194
o157	28836	13209	194	r48	212
o158	27240	13128	195	r10	198
o159	29644	12632	195	r12	208
o160	27566	13806	196	r14	214
o161	23570	15093	197	r56	222
o162	27430	11976	197	r14	209
o163	29705	17192	198	r25	221
o164	27406	19545	199	r14	217
o165	31195	4402	201	r21	211
o166	30874	8964	202	r13	220
o167	25409	13178	202	r14	220
o168	23768	22774	202	r6	203
o169	30635	11268	203	r58	214
o170	24013	17244	204	r3	224
o171	29739	17567	210	r59	220
o172	19551	24696	211	r60	221
o173	29767	12326	212	r56	224
o174	29522	11660	214	r2	225
o175	23745	15626	215	r56	233
o176	22596	18199	217	r10	219
o177	24697	18001	218	r43	250
o178	31801	12868	219	r61	237
o179	30480	13141	219	r13	237
o180	25520	17190	219	r62	235
o181	28059	20853	220	r63	267
o182	28894	12385	224	r64	242
o183	31007	14723	226	r33	252
o184	26667	20724	226	r14	231
o185	30967	10888	226	r15	238
o186	27668	18224	227	r20	233
o187	31898	12738	227	r14	267
o188	27119	24402	230	r63	272
o189	26153	18599	230	r11	233
o190	3559	30486	230	r65	321
o191	31561	12850	234	r42	236
o192	28712	21145	235	r17	255
o193	25869	19504	235	r43	286
o194	28273	18937	236	r22	252
o195	27742	23589	237	r66	253
o196	30825	9683	237	r64	249
o197	34140	3086	238	r21	245
o198	31164	9101	238	r53	240
o199	27266	20679	239	r43	271
o200	32793	5264	240	r21	260
o201	25121	18481	240	r14	262
o202	29557	16253	240	r9	260
o203	22852	20874	241	r67	266
o204	26737	17544	241	r17	272
o205	24853	17167	242	r30	253
o206	29917	7984	245	r1	257
o207	29126	19269	245	r68	256
o208	29739	12910	246	r40	277
o209	30680	10297	246	r38	259
o210	25807	10499	248	r30	260
o211	30423	14166	248	r69	260
o212	30248	15221	249	r70	261
o213	30479	14121	249	r42	250
o214	21568	15209	249	r71	280
o215	30863	13713	249	r15	261
o216	30942	15042	249	r2	260
o217	26491	13494	250	r20	275
o218	31082	10336	253	r49	278
o219	29851	12677	256	r23	266
o220	27355	11985	258	r36	276
o221	30540	13220	258	r31	281
o222	29466	11732	259	r30	277
o223	28590	17368	259	r52	267
o224	26825	21533	259	r22	271
o225	25696	15417	259	r38	271
o226	32566	4458	261	r21	269
o227	31448	12987	261	r72	297
o228	29018	20704	262	r22	274
o229	24453	16154	263	r23	271
o230	34136	2701	263	r21	276
o231	32105	5440	264	r21	280
o232	23342	22327	265	r14	268
o233	28310	25485	266	r55	272
o234	25286	13574	266	r20	278
o235	31455	12312	267	r30	283
o236	26618	10593	267	r7	288
o237	25136	15783	269	r43	302
o238	28433	25343	271	r63	308
o239	34168	3071	271	r21	289
o240	31932	6465	272	r73	308
o241	30514	13244	276	r74	286
o242	24133	15182	276	r75	298
o243	27085	15862	284	r38	309
o244	27910	17147	285	r11	287
o245	28047	12528	286	r1	292
o246	25238	14890	287	r30	300
o247	27348	13929	291	r10	296
o248	32509	5625	291	r76	311
o249	30602	12904	292	r48	350
o250	28371	8890	293	r8	305
o251	29460	16763	294	r17	322
o252	30697	12575	297	r1	303
o253	33191	3661	298	r21	319
o254	27213	15649	298	r77	300
o255	23773	15690	298	r10	308
o256	22540	18803	298	r43	380
o257	28782	13359	299	r64	326
o258	26752	10723	299	r38	317
o259	31321	12249	299	r42	300
o260	25506	20092	300	r43	390
o261	30610	10177	300	r73	331
o262	24726	17629	300	r43	395
o263	30074	14275	300	r33	318
o264	29060	20191	302	r78	339
o265	0	31131	302	r65	313
o266	26070	10647	303	r15	315
o267	28645	16639	304	r79	319
o268	30387	13425	304	r50	345
o269	25138	17259	306	r4	317
o270	29942	15946	308	r40	333
o271	34221	2946	308	r21	318
o272	30880	8890	308	r13	326
o273	28339	17523	308	r28	319
o274	30478	10812	310	r30	322
o275	31509	12310	314	r80	332
o276	30197	14584	315	r72	331
o277	27977	19635	316	r11	317
o278	31714	12261	318	r81	339
o279	31508	12137	320	r61	338
o280	30691	12819	321	r38	346
o281	23941	18269	323	r7	336
o282	31040	10259	324	r37	331
o283	29798	17895	324	r31	349
o284	23560	16647	325	r82	331
o285	22526	15617	325	r43	368
o286	29071	20193	327	r14	329
o287	29964	17505	327	r59	338
o288	29681	16349	327	r42	328
o289	10820	24696	327	r65	353
o290	27601	14818	332	r69	345
o291	15015	25615	332	r29	364
o292	29486	19226	334	r83	344
o293	28016	16364	335	r20	347
o294	30595	10821	336	r84	351
o295	31126	8634	336	r85	367
o296	25417	20136	337	r19	362
o297	18656	22649	338	r29	363
o298	20439	21377	341	r77	376
