restaurant	x	y
r1	7796	9051
r2	6434	10114
r3	7737	8806
r4	10739	3847
r5	2108	8219
r6	9414	6328
r7	8538	10293
r8	3458	6171
r9	7968	8422
r10	5434	6760
r11	7666	6519
r12	6631	8298
r13	7589	6276
r14	7790	6209
r15	7939	8415
r16	8880	10066
r17	5768	10027
r18	9102	9887
r19	7523	6267
r20	7856	8109
r21	7790	5407
r22	6307	10142
r23	4718	8099
r24	9292	6927
r25	3780	6457
r26	8496	4834
r27	7829	8654
r28	7822	4948
r29	8063	7028
r30	8399	5960
r31	5144	8601
r32	5415	6845
r33	9344	6992
r34	9678	8844
r35	6005	10117
r36	8954	10039
r37	6498	5713
r38	8490	8703
r39	8983	9938
r40	5474	6835
r41	7712	5331
r42	8302	6374
r43	9145	2341
r44	7995	8605
r45	9259	9203
r46	9333	8237
r47	8600	10173
r48	7977	4847
r49	8988	7658
r50	7697	5957
r51	8891	9512
r52	9238	9320
r53	8066	8200
r54	7695	7463
r55	8485	8463
r56	9052	9474
r57	7915	7198
r58	8135	6467
r59	3860	8607
r60	8506	6897
r61	4160	7553
r62	2840	5032
r63	7716	3951
r64	6710	5743
r65	7043	10009
r66	6007	10052
r67	7006	7194
r68	4024	6138
r69	3602	6120
r70	9118	9745
r71	7546	9685
r72	7661	6148
r73	9111	8244
r74	7735	4035
r75	8826	5344
r76	6775	9970
r77	5492	8823
r78	6670	8544
r79	9204	8378
r80	9136	9783
r81	7703	5845
r82	3768	3434
r83	7759	6146
r84	9108	9802
r85	8544	4988
r86	5472	6836
r87	6981	8683
r88	3779	5981
r89	7161	9888
r90	1337	7407
