restaurant	x	y
r1	27354	11371
r2	24916	11942
r3	24844	12749
r4	24915	13465
r5	24846	13481
r6	26891	10041
r7	29123	8640
r8	24381	14427
r9	27215	15208
r10	24874	14376
r11	28376	9674
r12	28753	10328
r13	27848	9441
r14	26937	14773
r15	15833	22026
r16	21834	19894
r17	24027	11928
r18	22272	19134
r19	28512	12772
r20	25044	12638
r21	24501	10378
r22	27419	15129
r23	22956	17542
r24	26950	13816
r25	27978	14982
r26	27611	16058
r27	28512	10048
r28	26099	17078
r29	28396	11718
r30	27564	16380
r31	26944	10690
r32	25635	7704
r33	28798	12624
r34	25177	13568
r35	29167	11871
r36	29043	11488
r37	27209	10857
r38	25541	19226
r39	28444	9579
r40	27211	10772
r41	28353	9758
r42	28857	11568
r43	27335	16742
r44	28359	9844
r45	27829	15199
r46	25516	19863
r47	27463	15899
r48	27556	16093
r49	12301	24651
r50	27308	13485
r51	24485	8825
r52	26880	15564
r53	20771	19901
r54	24008	19521
r55	26754	16674
r56	29140	11769
r57	27654	15995
r58	23819	12724
r59	29052	11588
r60	28051	8906
r61	24086	6558
r62	24938	13345
r63	27664	16263
r64	27348	14386
r65	23042	16789
r66	21999	14300
r67	28676	9840
r68	27230	15221
r69	29140	10719
r70	16176	24847
r71	25060	11844
r72	28357	13117
r73	28897	11278
r74	27234	13358
r75	24275	19620
r76	25742	10210
r77	21244	13424
r78	28626	12841
r79	29375	11374
r80	28683	11144
r81	12855	33627
r82	3168	27186
r83	29418	10747
r84	26341	19943
r85	22301	19466
r86	29233	10605
r87	25202	7521
r88	26901	5376
r89	26917	13893
r90	27299	13614
r91	28981	11849
r92	28471	7101
r93	28374	10643
r94	28271	10658
r95	28314	9752
r96	21188	14948
r97	23924	12759
r98	26672	10166
r99	24353	6585
r100	29223	12083
r101	23118	14855
r102	24492	15882
r103	23676	19928
r104	26832	14360
r105	29112	11486
r106	25476	10030
r107	27588	15663
r108	3050	50205
r109	27695	16499
r110	28401	9620
r111	29429	11574
r112	26900	13380
r113	29141	9973
r114	27390	17345
r115	24032	14591
r116	26037	17797
r117	26471	17935
r118	25966	18392
r119	28321	13329
r120	3614	30716
r121	27779	10449
r122	24968	18084
r123	28880	11254
r124	15339	26290
r125	25387	12750
r126	29304	9929
r127	27555	11135
r128	28761	11047
r129	24829	13372
r130	26559	11495
r131	22325	15587
r132	26833	10303
r133	28928	9381
r134	25510	16691
r135	11443	29663
r136	26994	14695
r137	28834	11045
r138	27337	8413
r139	25394	17142
r140	26816	16965
r141	27718	16460
r142	26072	11911
r143	29158	9152
r144	27332	10633
r145	25643	16166
r146	24243	19539
r147	28984	11580
r148	28857	12053
r149	19168	29996
r150	28484	12778
r151	26147	17538
r152	26522	17907
r153	28609	11087
r154	28653	11076
r155	26717	14213
r156	29162	8812
r157	25640	12689
r158	22280	19609
r159	25725	15354
r160	27322	17259
r161	29256	12157
