restaurant	x	y
r1	8880	4413
r2	5716	5933
r3	8827	7950
r4	2233	7365
r5	9536	6127
r6	9040	6849
r7	6828	4938
r8	6068	9312
r9	8171	10195
r10	6851	7260
r11	7866	8189
r12	6671	4908
r13	8219	7727
r14	9048	9142
r15	8335	6281
r16	7760	5370
r17	33	6614
r18	7821	5617
r19	2801	7248
r20	3917	5510
r21	9098	9307
r22	4122	5283
r23	9234	7541
r24	7866	5372
r25	9320	8860
r26	9107	8790
r27	7922	8200
r28	6859	7571
r29	7826	8746
r30	8151	5683
r31	8887	4340
r32	8008	7981
r33	7890	8168
r34	8331	6314
r35	8897	7695
r36	5717	6033
r37	7930	4469
r38	8692	7634
r39	3797	2769
r40	7985	4091
r41	4324	6721
r42	3423	5339
r43	4127	5326
r44	4474	7319
r45	9043	9275
r46	7242	9122
r47	8693	5244
r48	8474	7914
r49	7961	5500
r50	7847	7760
r51	9008	8213
r52	1506	6653
r53	8803	9414
r54	8612	5992
r55	6801	4948
r56	9369	6141
r57	6856	5299
r58	9315	9048
r59	6973	7633
r60	9554	6020
r61	4908	7221
r62	9180	9105
r63	8270	7605
r64	5687	9143
r65	4315	7289
r66	7822	4525
r67	6034	9288
r68	7341	9021
r69	9620	7628
r70	8230	7462
r71	5726	6059
r72	8438	10279
r73	8570	6786
r74	9432	1559
r75	6564	9115
r76	7913	5467
r77	4135	7549
r78	5677	6066
r79	7817	5314
r80	8205	4734
r81	9429	8324
r82	8207	7302
r83	9222	7539
r84	8743	10046
r85	8026	3206
r86	9457	7354
r87	9230	8895
r88	6144	9431
r89	9905	5238
r90	7227	9094
r91	6871	5271
r92	8570	4201
r93	2898	5242
r94	7917	3259
r95	9615	5624
r96	8024	5305
r97	9280	9022
r98	7936	8314
r99	9098	9354
r100	6933	7803
r101	8082	5846
r102	8548	7538
r103	7300	5237
r104	4089	7374
r105	7070	9088
r106	2401	7291
r107	8351	5412
r108	8915	7811
r109	6818	3887
r110	10927	2921
r111	3686	4887
r112	3963	5245
r113	8486	6665
r114	6125	8058
r115	4504	7313
r116	8095	8089
r117	7940	3193
r118	9592	6940
r119	9576	5537
r120	9160	9063
r121	7044	6190
r122	8776	9450
r123	8959	9209
r124	7767	3926
r125	7915	8167
r126	7814	8895
r127	2991	4317
r128	3003	7256
r129	4008	7426
r130	2365	7077
r131	8033	5191
r132	5499	6068
r133	7828	5218
r134	3734	5311
r135	4023	5245
r136	7576	5385
r137	10018	7693
r138	8145	2653
r139	6237	9286
r140	4134	7656
r141	8687	4082
r142	7046	7781
r143	9266	8923
r144	6299	9250
r145	2108	7025
r146	8576	10066
r147	9451	1509
r148	3842	5360
r149	8951	8839
r150	7895	4871
r151	8010	8133
