order	x	y	placement_time	restaurant	ready_time
o1	8762	6355	0	r1	30
o2	9092	7756	41	r1	71
o3	1342	6308	81	r2	106
o4	9519	8109	91	r1	121
o5	10192	4838	119	r1	149
o6	7957	5156	154	r2	170
o7	5859	9114	165	r3	178
o8	8137	8742	174	r4	189
o9	7655	5298	200	r5	205
o10	3090	3713	200	r2	210
o11	5979	3848	205	r2	225
o12	3315	2217	207	r6	222
o13	9453	9101	209	r1	239
o14	5290	5469	225	r1	255
o15	6840	6340	237	r7	267
o16	7959	7615	238	r8	268
o17	7672	7134	243	r9	268
o18	9903	6340	247	r7	257
o19	6794	5039	251	r8	281
o20	897	4708	256	r2	281
o21	5979	3418	260	r6	275
o22	6450	8790	265	r9	281
o23	512	1828	268	r10	311
o24	8131	4883	269	r1	299
o25	8337	3300	272	r11	281
o26	7525	9094	277	r5	285
o27	10560	6480	278	r6	303
o28	8486	7371	291	r12	321
o29	5984	9118	292	r9	305
o30	9508	7885	292	r13	302
o31	8860	7840	292	r13	302
o32	8859	6240	295	r14	325
o33	9685	7359	295	r15	320
o34	6825	789	302	r16	332
o35	8104	7056	302	r5	305
o36	4646	7290	303	r17	308
o37	8181	5810	310	r18	329
o38	8897	6193	311	r9	323
o39	5504	6112	311	r19	341
o40	1587	5994	312	r20	344
o41	4980	5942	313	r21	316
o42	596	3539	313	r22	318
o43	6238	6795	315	r18	340
o44	6453	4501	316	r7	347
o45	10611	5880	318	r23	331
o46	385	4343	319	r20	354
o47	6730	5868	320	r8	350
o48	5725	6955	321	r20	356
o49	6408	6247	322	r1	352
o50	2670	783	322	r10	347
o51	8602	2924	322	r24	327
o52	6255	9161	322	r25	333
o53	10049	7291	322	r26	334
o54	5316	5935	323	r27	353
o55	7689	9162	325	r28	340
o56	7975	7791	326	r1	356
o57	2783	4669	326	r20	361
o58	2314	6406	326	r20	361
o59	5310	3519	327	r29	357
o60	8744	8781	327	r30	347
o61	9153	7468	327	r31	357
o62	5687	5720	327	r11	337
o63	7964	6753	328	r18	348
