restaurant	x	y
r1	22096	16566
r2	22683	19602
r3	24838	14056
r4	22333	16575
r5	24911	12647
r6	23207	19734
r7	21962	7921
r8	22983	17679
r9	24987	14189
r10	20746	15669
r11	21219	21384
r12	20604	14158
r13	20083	8959
r14	23784	11279
r15	24878	13031
r16	24931	10808
r17	20419	20774
r18	22551	19071
r19	21900	13878
r20	22236	9940
r21	22758	17014
r22	19762	21238
r23	21085	15357
r24	20986	17521
r25	19746	17002
r26	23508	19357
r27	24855	13923
r28	18830	19004
r29	20867	15946
r30	21598	21493
r31	20852	15824
r32	16678	22303
r33	28423	3334
r34	24008	16892
r35	23479	18965
r36	22779	7769
r37	20765	15689
r38	23365	18269
r39	22616	19631
r40	20861	15714
r41	24501	13399
r42	24896	12593
r43	21447	19138
r44	24657	13844
r45	20154	21662
r46	23011	13168
r47	18724	19910
r48	21408	16361
r49	17136	17421
r50	21921	18600
r51	22605	19728
r52	20103	11253
r53	23076	16710
r54	18148	17997
r55	17773	16523
r56	23638	18277
r57	17359	17217
r58	22233	13873
r59	25091	14197
r60	25333	13915
r61	18795	16665
r62	24217	13904
r63	17392	18604
r64	21141	14996
r65	23413	18305
r66	23484	18244
r67	27860	3606
r68	22592	16083
r69	24894	11034
r70	24780	14332
r71	23374	18267
r72	23203	17390
r73	21742	20260
r74	20679	15725
r75	17714	25191
r76	20576	15756
r77	11232	28796
r78	23306	18249
r79	18787	20749
r80	24171	15127
r81	25076	14398
r82	24561	13746
r83	18194	16675
r84	23491	18622
r85	23749	17496
r86	22826	15662
r87	24162	15757
r88	21741	19606
r89	19043	22261
r90	24158	15209
r91	19803	16805
r92	24460	12239
r93	21847	13541
r94	23475	18611
r95	24276	12153
r96	20829	15721
r97	23525	13427
r98	13880	27242
r99	20634	15801
r100	17510	21463
r101	22385	9985
r102	24564	13511
r103	23656	17808
r104	19401	22280
r105	23499	18554
r106	24620	13542
r107	27717	3533
r108	20754	15380
r109	20545	14159
r110	21342	21453
r111	24147	15885
r112	22621	12620
r113	24679	11775
r114	21150	19510
r115	24885	14343
r116	25627	12868
r117	21337	19979
r118	19024	17119
r119	21260	22407
r120	22412	19109
r121	23700	17634
r122	22687	16673
r123	20643	20527
r124	23144	19601
r125	22727	17738
r126	23368	18923
r127	25068	10902
r128	22785	17028
r129	24094	15264
r130	22681	18428
r131	17631	25529
r132	23351	17224
r133	21768	19011
r134	25166	13913
r135	23089	19037
r136	24525	15023
r137	22839	19314
r138	21152	14924
r139	19297	22022
r140	23745	12577
r141	23149	13275
r142	8501	36133
r143	22174	19155
r144	21829	9843
r145	23126	12898
r146	22849	6937
r147	21412	18222
r148	23122	15671
r149	16773	18359
r150	19933	21944
r151	20797	20609
r152	21466	10048
r153	24223	9473
r154	25124	13828
r155	20705	14968
r156	19849	21927
r157	22905	17612
r158	20954	20651
r159	22147	22402
r160	24871	13010
r161	25252	13000
r162	23162	13103
r163	22047	21772
r164	19900	21895
r165	24798	11873
r166	20308	16669
r167	23447	17903
r168	23063	13815
r169	23180	15928
r170	18967	17339
r171	22732	16127
r172	22571	12972
r173	22953	19023
r174	24640	11766
r175	20213	18159
r176	21029	17561
r177	22935	17560
r178	18079	21985
r179	19896	16254
r180	22963	19121
r181	24702	10383
r182	24617	13504
r183	24650	14847
r184	13518	25586
r185	17267	16546
r186	19640	21473
r187	24525	12708
r188	23045	16457
r189	23262	10847
r190	25018	13786
r191	23606	17604
r192	23765	17541
r193	24844	13104
r194	22653	19448
r195	25003	11075
r196	24951	14381
r197	27545	2607
r198	24868	14414
r199	24381	13802
r200	24923	14564
r201	21707	17514
r202	23693	12427
r203	21762	19859
r204	23056	12131
r205	24045	14146
r206	24474	11815
r207	24344	13430
r208	18793	17383
r209	25058	14513
r210	23092	12186
r211	21740	12942
r212	21431	18386
r213	23177	15938
r214	22683	17017
r215	23294	10669
r216	24869	12572
r217	24982	11110
r218	22996	15121
r219	20043	21818
r220	25340	13711
r221	17894	23959
r222	23980	14609
r223	22329	12527
r224	24435	13458
r225	21652	12663
r226	21504	14989
r227	20413	14986
r228	24673	13896
r229	8253	27049
r230	20119	8842
