courier	x	y	on_time	off_time
c1	1007	4160	0	90
c2	9190	1906	0	45
c3	6202	1574	90	270
c4	6960	3535	90	270
c5	912	7175	90	270
c6	11043	4111	90	270
c7	8692	1598	90	270
c8	9677	2288	90	270
c9	7808	7145	90	165
c10	9918	2512	150	210
c11	936	7123	210	330
c12	5340	3367	210	270
c13	8124	4273	270	450
c14	11389	7788	270	450
c15	11423	5227	270	450
c16	2973	1844	270	450
c17	8696	1600	270	450
c18	5094	5612	270	390
c19	5079	1737	270	390
c20	6486	8377	390	510
c21	6430	7830	390	450
c22	6854	4888	450	640
c23	5187	6479	450	630
c24	8316	3570	450	630
c25	8082	1310	450	630
c26	4120	1260	450	630
c27	6433	3560	450	630
c28	3143	10423	450	630
c29	9644	2259	450	630
c30	4615	5631	450	630
c31	10468	3146	450	630
c32	4001	5323	450	630
c33	9732	6405	450	630
c34	7742	1870	450	500
c35	3026	1895	465	586
c36	8424	1460	510	690
c37	6780	6387	510	690
c38	5266	7430	510	690
c39	7717	5246	510	690
c40	4764	3238	510	690
c41	9281	2853	510	690
c42	6988	10799	510	690
c43	10130	6121	510	630
c44	5323	7508	510	630
c45	6585	1253	630	750
c46	3912	9868	630	750
c47	7226	6267	630	750
c48	10553	5627	630	750
c49	11537	6437	630	690
c50	532	6007	690	810
c51	817	8238	690	810
c52	1519	3263	690	810
c53	6589	4594	690	821
