restaurant	x	y
r1	9287	10473
r2	9085	10823
r3	8952	10767
r4	7922	9733
r5	8129	6128
r6	8186	7386
r7	4433	8830
r8	8044	8943
r9	8896	5936
r10	3746	8969
r11	7915	7057
r12	9604	7574
r13	8131	9043
r14	8068	5599
r15	9318	9145
r16	6943	9082
r17	7991	6787
r18	9591	7004
r19	9293	10490
r20	3909	4240
r21	8730	10978
r22	6209	10951
r23	8511	7106
r24	1422	8105
r25	8211	7190
r26	8541	9380
r27	7820	6880
r28	9448	9954
r29	8543	6746
r30	2225	8896
r31	7850	6994
r32	8413	8308
r33	4280	8377
r34	6548	10629
r35	9115	10713
r36	8227	8801
r37	9414	10491
r38	8347	7888
r39	7168	10571
r40	7992	4670
r41	8146	9007
r42	6956	10569
r43	5774	7559
r44	8426	7915
r45	10345	8574
r46	475	5627
r47	4364	8851
r48	9297	10642
r49	4009	6686
r50	7749	7031
r51	8383	9243
r52	7950	6028
r53	5740	7572
r54	7109	9380
r55	6567	10751
r56	4239	9094
r57	3001	8677
r58	6974	8802
r59	3948	7017
r60	9219	9109
r61	7307	6793
r62	4959	8749
r63	8093	9419
r64	8322	9255
r65	5711	10753
r66	8309	9288
r67	4636	2424
r68	8945	9371
r69	6908	6531
r70	8472	11751
r71	7896	9778
r72	6669	6317
r73	8625	5711
r74	8870	5994
r75	7942	9721
r76	9046	10214
r77	9110	10738
r78	4271	7000
r79	7991	4697
r80	5275	9349
r81	8679	9143
r82	5539	7485
r83	7865	11535
r84	2217	8597
r85	7825	7117
r86	8040	9367
r87	9029	9778
r88	7942	9785
r89	4196	9027
r90	4304	8801
r91	10170	9243
r92	6789	9213
r93	4117	6955
r94	7888	6651
r95	7138	7710
r96	7823	6897
r97	7795	10436
r98	6942	6477
r99	7939	7892
r100	6987	9225
r101	3800	8901
r102	9084	8996
r103	6751	5544
r104	6459	6599
r105	9419	10258
r106	2953	8745
r107	7896	11476
r108	8077	9397
r109	8000	9674
r110	6781	6898
r111	8196	6476
r112	6328	10903
r113	7116	7843
r114	4161	9229
r115	8262	5544
r116	8916	10314
r117	164	8142
r118	9497	8497
r119	8740	10993
r120	7976	6019
r121	8296	11739
r122	4247	9081
r123	10842	4556
r124	3682	6939
r125	8655	7707
r126	8474	9168
r127	8912	11423
r128	9459	9071
r129	9059	8350
r130	9326	10652
r131	6338	10859
r132	8471	6712
r133	9594	7650
r134	8208	9430
r135	5657	7500
r136	9139	10155
r137	2885	8678
r138	8892	9225
r139	2720	6765
r140	9972	6638
r141	3937	6862
r142	9421	7678
r143	9476	8898
r144	6797	6934
r145	2453	8562
r146	7980	10143
r147	8983	10868
r148	2898	5814
r149	3814	6819
r150	8102	6323
r151	9313	9166
r152	9224	10803
r153	6124	10876
r154	9799	9466
r155	7624	7052
r156	3173	8870
r157	8821	7595
r158	5230	7492
r159	5711	9376
r160	9468	3155
r161	7905	9708
r162	6195	10811
r163	7943	6198
r164	9935	10327
r165	8665	8339
r166	8038	6617
r167	8047	4781
r168	2967	6744
