courier	x	y	on_time	off_time
c1	5691	7537	11	101
c2	5715	7488	11	251
c3	6274	10794	26	146
c4	8434	8183	26	146
c5	7731	6910	56	176
c6	7891	6926	56	176
c7	7866	6948	56	296
c8	7746	6944	101	341
c9	7903	11578	116	296
c10	7768	6982	131	221
c11	9301	9213	131	311
c12	7818	6933	131	311
c13	8377	8183	131	311
c14	8362	8270	131	221
c15	2740	8619	146	326
c16	2800	8626	146	266
c17	7765	7034	146	326
c18	7869	6950	146	266
c19	8172	7140	146	266
c20	6726	5445	161	401
c21	8026	6402	161	401
c22	4848	8858	161	401
c23	7818	7010	176	296
c24	10012	9280	176	296
c25	8536	8306	176	296
c26	8337	7156	176	296
c27	8394	9284	176	296
c28	27	7984	191	371
c29	7864	6916	191	311
c30	2165	8811	191	371
c31	4129	6934	206	326
c32	8176	8924	206	326
c33	9149	10669	206	326
c34	501	5533	206	446
c35	4342	8783	206	446
c36	4033	8971	206	326
c37	9296	10607	206	446
c38	4278	8760	206	326
c39	528	5593	206	326
c40	4440	8322	221	341
c41	8117	9415	221	341
c42	8331	9240	221	341
c43	5723	9539	221	341
c44	9213	10571	221	341
c45	8926	9384	236	416
c46	7957	5612	236	326
c47	6152	10820	236	356
c48	7352	6740	236	356
c49	7279	6799	236	416
c50	8862	9388	236	356
c51	7189	7814	236	356
c52	2202	8902	251	431
c53	9304	10424	251	431
c54	8158	8999	251	431
c55	9492	9918	251	431
c56	6908	6477	251	431
c57	6855	8866	251	431
c58	9058	8304	251	431
c59	8505	9297	266	506
c60	9510	9812	266	506
c61	7802	6967	266	506
c62	8826	11419	281	521
c63	8361	7786	281	521
c64	3756	6844	281	521
c65	9405	9902	296	476
c66	6846	9065	296	476
c67	7923	7077	296	476
c68	2138	8938	296	476
c69	9308	10644	311	431
c70	7148	10613	356	476
c71	8174	9433	356	476
c72	9446	9897	356	476
c73	548	5626	356	536
c74	9453	9937	356	536
c75	0	8096	356	476
c76	8162	9247	356	536
c77	446	5520	356	476
c78	14	8026	356	536
c79	2285	8848	371	551
c80	7933	6962	371	461
c81	8410	7814	371	551
c82	7949	7010	371	491
c83	8374	7789	371	491
c84	4424	8756	371	491
c85	8393	7824	371	461
c86	6717	6454	371	491
c87	2154	8785	371	491
c88	7961	6950	371	551
c89	2183	8952	371	461
c90	8108	6147	386	506
c91	9523	7630	386	566
c92	9360	9930	386	566
c93	2201	8899	386	566
c94	7850	7004	401	581
c95	9371	9823	431	521
c96	9266	10697	431	521
c97	9471	9943	446	626
c98	4429	8346	446	626
c99	2186	8888	446	626
c100	1489	8175	461	641
c101	6859	6492	461	641
