restaurant	x	y
r1	22135	16867
r2	22540	19856
r3	24732	14313
r4	22311	16687
r5	24869	12909
r6	23277	20051
r7	21988	8146
r8	22881	17889
r9	24834	14479
r10	20713	15946
r11	21169	21691
r12	20669	14468
r13	20169	9236
r14	23767	11522
r15	24875	13491
r16	24904	11109
r17	20435	20894
r18	22451	19344
r19	22019	14177
r20	22310	10172
r21	22709	17336
r22	19816	21512
r23	21112	15759
r24	21071	17767
r25	19723	17275
r26	23384	19694
r27	24808	14049
r28	18653	19290
r29	20802	16207
r30	21511	21842
r31	20780	16053
r32	16633	22600
r33	28369	3572
r34	23958	17198
r35	23321	19206
r36	22742	8081
r37	20624	16000
r38	23423	18601
r39	22540	19921
r40	20873	15956
r41	24401	13694
r42	24944	12733
r43	21248	19333
r44	24638	14204
r45	20025	21939
r46	22875	13402
r47	18531	20186
r48	21369	16744
r49	17003	17719
r50	21934	18857
r51	22641	19902
r52	20069	11487
r53	23076	17050
r54	18150	18153
r55	17728	16857
r56	23661	18516
r57	17402	17553
r58	22233	13982
r59	24901	14328
r60	25311	14317
r61	18627	16853
r62	24217	14170
r63	17477	18895
r64	21102	15385
r65	23323	18616
r66	23432	18516
r67	27839	3913
r68	22531	16395
r69	24745	11262
r70	24678	14728
r71	23310	18517
r72	23044	17790
r73	21875	20449
r74	20707	15969
r75	17604	25504
r76	20610	15986
r77	11139	29075
r78	23369	18578
r79	18628	20911
r80	24205	15408
r81	24993	14575
r82	24452	13861
r83	18162	16942
r84	23397	18899
r85	23667	17719
r86	22682	15950
r87	24064	16023
r88	21730	19842
r89	19067	22478
r90	24237	15449
r91	19878	17135
r92	24376	12634
r93	21845	13835
r94	23340	18829
r95	24057	12562
r96	20818	15829
r97	23547	13756
r98	13909	27531
r99	20526	16087
r100	17437	21760
r101	22380	10222
r102	24517	13751
r103	23705	18060
r104	19458	22599
r105	23457	18892
r106	24635	13785
r107	27563	3821
r108	20649	15628
r109	20674	14441
r110	21213	21851
r111	24165	16257
r112	22609	12977
r113	24793	12203
r114	21163	19774
r115	24905	14499
r116	25651	13274
r117	21441	20313
r118	18935	17348
r119	21363	22485
r120	22420	19318
r121	23604	17898
r122	22572	16975
r123	20592	20657
r124	23113	19956
r125	22562	18192
r126	23454	19098
r127	25057	11302
r128	22607	17324
r129	24185	15430
r130	22702	18719
r131	17491	25734
r132	23302	17455
r133	21750	19335
r134	25183	14161
r135	23086	19447
r136	24469	15273
r137	22739	19767
r138	21034	15278
r139	19341	22283
r140	23745	12970
r141	23136	13396
r142	8633	36361
r143	22081	19356
r144	21838	10113
r145	22939	13043
r146	22775	7205
r147	21371	18493
r148	23069	16060
r149	16872	18490
r150	19956	22221
r151	20591	20860
r152	21284	10247
r153	24302	9733
r154	24982	14024
r155	20682	15390
r156	19647	22052
r157	22826	17940
r158	20983	20964
r159	22150	22760
r160	24865	13312
r161	25220	13313
r162	23063	13427
r163	22009	22038
r164	20037	22173
r165	24867	12153
r166	20142	17058
r167	23482	18320
r168	23087	13965
r169	23093	16303
r170	18873	17501
r171	22700	16485
r172	22540	13149
r173	22968	19305
r174	24624	12041
r175	20258	18581
r176	20984	17675
r177	22973	17807
r178	18118	22124
r179	19863	16516
r180	23096	19297
r181	24810	10624
r182	24516	13729
r183	24636	15062
r184	13506	25821
r185	17144	16977
r186	19514	21672
r187	24365	13088
r188	22977	16719
r189	23078	11086
r190	24983	14107
r191	23719	17963
r192	23660	17788
r193	24948	13355
r194	22582	19612
r195	24985	11385
r196	24826	14793
r197	27461	2779
r198	24837	14644
r199	24200	14191
r200	24858	14870
r201	21780	17745
r202	23693	12754
r203	21900	20080
r204	23153	12556
r205	23857	14328
r206	24491	12036
r207	24350	13658
r208	18716	17642
r209	25072	14848
r210	22934	12490
r211	21884	13230
r212	21324	18618
r213	23140	16179
r214	22552	17312
r215	23151	11066
r216	24858	12943
r217	24875	11333
r218	23109	15362
r219	19910	22128
r220	25203	14071
r221	17821	24103
r222	23876	14955
r223	22266	12840
r224	24379	13741
r225	21486	12792
r226	21465	15253
r227	20467	15424
r228	24655	14154
r229	8029	27457
r230	20077	9143
r231	22973	12697
r232	8239	27266
r233	23034	20303
r234	23009	16149
r235	24956	12561
r236	22017	11451
r237	19031	17442
r238	25640	13814
r239	21817	10270
r240	27994	3859
r241	20465	7206
r242	18966	16886
r243	22988	16297
r244	19883	14767
r245	19830	9027
r246	22756	17798
r247	23013	18851
r248	23747	17517
r249	26850	3800
r250	17653	35508
r251	20642	14556
r252	20088	21731
r253	18332	34628
r254	22979	17238
