courier	x	y	on_time	off_time
c1	15400	8013	0	120
c2	16567	3708	0	120
c3	15353	7897	0	30
c4	14471	10564	15	255
c5	14715	15732	15	255
c6	14998	10513	15	255
c7	12112	12263	15	255
c8	18095	12133	15	255
c9	20105	7734	15	135
c10	2922	20886	30	210
c11	18362	11504	30	210
c12	19019	8955	30	210
c13	15928	8888	30	210
c14	17443	10818	30	210
c15	20142	7699	30	120
c16	17280	10847	45	225
c17	19533	6878	45	225
c18	20037	7686	45	165
c19	15318	14125	45	165
c20	15331	14317	45	195
c21	15258	7992	60	240
c22	16564	12388	60	240
c23	16681	12389	60	90
c24	16635	12390	75	315
c25	17601	11286	75	165
c26	17721	6922	75	165
c27	15324	8054	75	285
c28	17654	11434	90	330
c29	16027	15273	90	330
c30	15455	14135	90	330
c31	18360	11266	90	270
c32	17391	11492	90	270
c33	15360	7891	90	270
c34	15862	9084	90	270
c35	18330	11144	90	270
c36	17638	11388	90	270
c37	16926	10381	90	270
c38	15475	14275	90	270
c39	17770	9702	90	270
c40	18475	4968	90	240
c41	17112	3809	105	345
c42	17716	11383	105	345
c43	15460	14228	105	345
c44	18439	11391	105	345
c45	15394	14267	105	285
c46	18415	11318	105	285
c47	18405	11211	105	345
c48	19013	7052	105	285
c49	17111	3768	105	285
c50	17608	11425	105	285
c51	15573	9624	120	360
c52	16082	8792	120	360
c53	19603	5689	120	360
c54	17567	11260	120	360
c55	5892	22409	120	360
c56	17099	12796	120	360
c57	19340	1229	120	360
c58	15441	9456	120	300
c59	15996	15321	120	180
c60	15313	14271	135	375
c61	19543	5554	135	375
c62	18530	6480	135	375
c63	17579	11392	135	375
c64	15302	14285	150	390
c65	18092	11990	150	390
c66	15640	9349	150	390
c67	19569	8458	150	390
c68	17652	11253	150	390
c69	14975	10491	180	300
c70	18168	12073	195	315
c71	16045	15974	195	315
c72	17317	0	210	300
c73	15256	8001	225	345
c74	14662	10552	225	285
c75	17771	5986	240	480
c76	18331	11452	240	480
c77	20018	7799	255	495
c78	20085	7615	255	435
c79	18844	7752	255	435
c80	18015	12166	255	435
c81	18015	12159	255	375
c82	19700	7793	285	465
c83	19958	7614	285	375
c84	13269	13570	300	390
c85	18877	7809	300	495
c86	15407	9402	315	555
c87	14817	4930	315	405
c88	15518	9587	315	405
c89	19611	6082	315	405
c90	14612	15646	315	405
c91	16865	10421	315	345
c92	19254	7336	330	510
c93	14412	14960	330	510
c94	19434	7721	330	510
c95	18356	11351	330	510
c96	17414	11605	330	510
c97	15284	9365	330	510
c98	17184	12899	330	450
c99	18751	8442	330	510
c100	6001	22376	345	585
c101	18920	5996	345	585
c102	19003	7637	360	540
c103	17239	12911	360	540
c104	17164	12857	360	540
c105	19007	7812	375	615
c106	17218	12820	375	495
c107	17316	12174	390	570
c108	15657	9655	390	570
c109	17383	11640	390	570
c110	19132	6101	390	570
c111	18921	9363	390	570
c112	17283	10834	405	645
c113	15551	9599	405	645
c114	19559	8261	420	600
c115	19160	7315	435	525
c116	16191	8758	450	630
c117	15500	9561	450	630
c118	18309	11431	450	630
c119	14847	2615	450	630
c120	14756	15586	450	630
c121	19351	1237	450	630
c122	15456	9534	450	630
c123	15851	11297	465	705
c124	15082	14521	465	705
c125	17118	3728	465	705
c126	19677	8188	465	705
c127	19846	7563	465	705
c128	19377	7523	465	705
c129	16129	16143	465	645
c130	15265	9490	465	675
c131	17821	9751	480	660
c132	18419	6355	480	660
c133	15567	9569	480	660
c134	17647	12881	480	660
c135	15313	14185	495	735
c136	17999	12057	495	735
c137	17082	3735	495	735
c138	13521	10372	495	735
c139	19641	7801	495	735
c140	17206	3639	495	675
c141	15517	9465	495	675
c142	18032	12164	495	675
c143	17827	6034	495	705
c144	15776	11221	510	690
c145	17141	12855	510	690
c146	13370	10314	510	690
c147	16012	12894	510	600
c148	15543	9298	510	555
c149	17246	12874	525	765
c150	19625	8360	525	765
c151	15748	11336	525	765
c152	13346	10347	525	765
c153	12203	12194	525	765
c154	19969	7615	525	765
c155	2839	20937	540	720
c156	15602	9567	540	720
c157	15615	9343	540	720
c158	17218	12851	540	720
c159	18342	11370	540	720
c160	18110	10771	555	735
c161	18911	7801	555	735
c162	16407	11105	555	735
c163	16464	13210	555	645
c164	15098	14342	570	750
c165	16137	16046	570	750
c166	15643	9439	570	750
c167	16481	13295	570	750
c168	19206	7305	570	750
c169	15460	14158	600	780
c170	15420	9359	600	720
c171	17133	12815	600	720
c172	19606	6369	615	795
c173	18071	12397	615	795
c174	18901	7642	630	810
c175	15221	7864	645	825
c176	18846	7654	690	810
c177	11318	15985	690	750
