restaurant	x	y
r1	19601	6861
r2	20125	7627
r3	15337	8033
r4	19583	4822
r5	14524	10470
r6	14506	8318
r7	18328	11500
r8	17448	11525
r9	18005	12123
r10	16696	12295
r11	19530	5625
r12	17144	12864
r13	18056	12364
r14	8641	21067
r15	14585	10664
r16	15844	11223
r17	18454	4931
r18	15562	9499
r19	16161	13772
r20	11308	16047
r21	19143	6122
r22	19628	6307
r23	18889	5938
r24	19479	7625
r25	17766	10107
r26	16046	15220
r27	13490	10395
r28	17699	6843
r29	12937	10268
r30	17701	9806
r31	15339	14324
r32	17047	3703
r33	16828	12861
r34	17727	11354
r35	15389	9422
r36	18333	11275
r37	17344	13337
r38	13428	13503
r39	19399	8445
r40	15853	9149
r41	15954	15270
r42	18148	12278
r43	18195	12727
r44	2829	20928
r45	18149	12092
r46	16000	10146
r47	16894	3767
r48	19603	4708
r49	18880	3146
r50	19154	7038
r51	19930	8104
r52	14498	15555
r53	5813	22393
r54	19229	7231
r55	19566	4945
r56	13469	12844
r57	17874	5934
r58	19518	5597
r59	17448	12153
r60	17311	13484
r61	17780	6030
r62	17745	6849
r63	14620	15711
r64	16967	11906
r65	19997	6920
r66	17524	752
r67	18222	7073
r68	19668	8197
r69	20519	7366
r70	14605	15558
r71	19744	8122
r72	17778	12952
r73	16549	7333
r74	17856	4382
r75	15557	9572
r76	14931	11999
r77	18480	11090
r78	12804	15653
r79	17401	12406
r80	16196	6230
r81	14279	15283
r82	17301	6434
r83	18071	12587
r84	16790	15666
r85	18103	11999
r86	19354	7803
r87	17540	11333
r88	17372	13185
r89	19334	7301
r90	15370	9190
r91	17790	9900
r92	19648	8527
r93	19340	7310
r94	12883	11588
r95	15142	8887
r96	16718	4968
r97	19191	7354
r98	16023	13173
r99	19375	7599
r100	16542	12798
r101	17471	1526
r102	13650	10981
r103	19772	8311
r104	13558	11177
r105	13641	10284
r106	16264	17191
r107	11812	10452
r108	16433	6609
r109	18591	10415
r110	18989	7852
r111	17714	13375
