restaurant	x	y
r1	30072	14967
r2	27851	16408
r3	28664	19548
r4	23872	19685
r5	25840	16386
r6	30024	14998
r7	29338	15801
r8	26235	16053
r9	29635	14336
r10	29846	14567
r11	4101	52920
r12	25494	17479
r13	24988	16228
r14	30384	14583
r15	29700	14186
r16	25754	14873
r17	29968	14781
r18	25407	11891
r19	27565	10674
r20	27723	20315
r21	24924	17399
r22	28294	14382
r23	25917	16402
r24	29717	14213
r25	29587	13003
r26	26560	18979
r27	28661	18946
r28	30118	15325
r29	28504	19074
r30	27971	7580
r31	27751	19820
r32	26131	18172
r33	28959	13279
r34	25749	14842
r35	25577	13431
r36	25968	16374
r37	28612	19246
r38	29220	17592
r39	24644	22957
r40	26467	22201
r41	29791	13457
r42	26598	10747
r43	24922	21993
r44	29587	14154
r45	29747	15516
r46	29821	14283
r47	28747	19034
r48	27272	17377
r49	27086	14613
r50	26051	16496
r51	28917	18259
r52	28216	16752
r53	28512	19132
r54	30123	11507
r55	26872	15021
r56	29735	15799
r57	27376	10779
r58	26069	16447
r59	26433	22159
r60	22197	18102
r61	25345	11873
r62	25549	21341
r63	25890	16401
r64	28493	19277
r65	28849	11883
r66	30085	13292
r67	26305	15681
r68	29324	14725
r69	25806	16441
r70	27010	19319
r71	27529	13209
r72	25396	9574
r73	25109	22715
r74	28846	18423
r75	28477	19060
r76	32411	4249
r77	21903	14973
r78	25678	18446
r79	27885	13113
r80	28894	18222
r81	28235	17419
r82	28050	13817
r83	29106	15335
r84	28196	12892
r85	26643	18431
r86	28934	12599
r87	29386	12676
r88	25062	9678
r89	27416	19840
r90	24153	23030
r91	28987	18132
r92	28119	19904
r93	28026	19676
r94	25775	21176
r95	23373	17294
r96	23718	20582
r97	27895	8485
r98	28330	18086
r99	28605	17835
r100	24000	17386
r101	27181	11904
r102	24683	15642
r103	29199	12941
r104	30081	14754
r105	28715	18746
r106	24882	17700
r107	25110	22526
r108	26972	10521
r109	29960	11092
r110	28590	19381
r111	27743	16781
r112	22422	15711
r113	30130	14449
r114	30014	14517
r115	28195	15869
r116	29422	12685
r117	29946	11743
r118	25781	7632
r119	29912	14504
r120	22968	17328
r121	26546	22938
r122	29018	13138
r123	23791	21414
r124	12380	32614
r125	28260	18124
r126	23906	17381
r127	29404	14545
r128	27267	23098
r129	26512	20814
r130	28316	13830
r131	26129	18187
r132	23426	18710
r133	30017	13299
r134	32869	4159
r135	27834	13779
r136	25273	9651
r137	33075	4296
r138	26942	20840
r139	27650	20431
r140	28737	13090
r141	29738	14059
r142	30063	11736
r143	27904	18497
r144	25832	21271
r145	25238	22324
r146	22660	17995
