restaurant	x	y
r1	27431	11166
r2	24978	11700
r3	24890	12539
r4	24954	13315
r5	24958	13346
r6	27081	10024
r7	29131	8608
r8	24463	14183
r9	27177	15078
r10	24934	14208
r11	28446	9563
r12	28847	10174
r13	27998	9382
r14	26978	14601
r15	15905	21841
r16	21932	19723
r17	24136	11721
r18	22509	18947
r19	28582	12718
r20	25016	12612
r21	24716	10235
r22	27353	15044
r23	22952	17375
r24	26931	13641
r25	28171	14918
r26	27786	15903
r27	28467	9854
r28	26109	17096
r29	28596	11555
r30	27654	16093
r31	27038	10439
r32	25757	7523
r33	28771	12564
r34	25278	13285
r35	29138	11771
r36	29246	11371
r37	27301	10636
r38	25580	19115
r39	28701	9478
r40	27405	10757
r41	28373	9602
r42	28960	11433
r43	27260	16548
r44	28451	9728
r45	27979	15139
r46	25605	19898
r47	27603	15873
r48	27665	15980
r49	12542	24694
r50	27314	13349
r51	24548	8667
r52	26896	15301
r53	20873	19816
r54	24140	19417
r55	26796	16609
r56	29152	11678
r57	27720	15774
r58	23946	12514
r59	29034	11480
r60	28159	8842
r61	24195	6367
r62	24975	13241
r63	27830	16180
r64	27355	14336
r65	23010	16618
r66	22167	14100
r67	28901	9896
r68	27317	15123
r69	29316	10663
r70	16280	24614
r71	25099	11784
r72	28453	13016
r73	29061	10981
r74	27375	13319
r75	24389	19436
r76	25915	10134
r77	21440	13277
r78	28614	12605
r79	29390	11210
r80	28732	11052
r81	12891	33525
r82	3288	27206
r83	29466	10676
r84	26531	19809
r85	22367	19474
r86	29366	10356
r87	25275	7412
r88	27170	5332
r89	26951	13697
r90	27407	13523
r91	29061	11736
r92	28591	7090
r93	28575	10564
r94	28504	10492
r95	28550	9663
r96	21451	14892
r97	23894	12549
r98	26667	10085
r99	24495	6476
r100	29254	12018
r101	23259	14806
r102	24425	15757
r103	23784	19875
r104	27001	14248
r105	29210	11450
r106	25654	9774
r107	27760	15494
r108	3078	49942
r109	27781	16458
r110	28664	9577
r111	29414	11445
r112	27150	13313
r113	29245	9793
r114	27549	17248
r115	24053	14420
r116	26089	17631
r117	26533	17651
r118	26008	18117
r119	28460	13248
r120	3713	30488
r121	28015	10478
r122	25037	17999
r123	28793	11119
r124	15415	26223
r125	25479	12569
r126	29370	9942
r127	27750	10975
r128	28785	11111
r129	24976	13315
r130	26533	11322
r131	22560	15347
r132	26950	10069
r133	29004	9246
r134	25641	16605
r135	11495	29475
r136	27035	14582
r137	28789	10839
r138	27484	8273
r139	25508	17049
r140	27018	16839
r141	27682	16363
r142	26084	11721
r143	29170	8859
r144	27357	10570
r145	25738	15925
r146	24279	19372
r147	28976	11325
r148	29073	11895
r149	19254	29788
r150	28563	12690
r151	26111	17448
r152	26527	17656
r153	28724	10786
r154	28811	11010
r155	26821	14258
r156	29301	8633
r157	25794	12472
r158	22411	19483
r159	25777	15200
r160	27322	17166
r161	29460	12094
