restaurant	x	y
r1	8962	3823
r2	5635	5455
r3	8771	7435
r4	2175	6704
r5	9523	5583
r6	9102	6344
r7	6960	4381
r8	6045	8718
r9	8227	9579
r10	6878	6701
r11	7984	7717
r12	6794	4294
r13	8240	7330
r14	9159	8604
r15	8346	5841
r16	7888	4820
r17	0	5909
r18	7893	4977
r19	2705	6710
r20	3987	5073
r21	9154	8638
r22	4205	4904
r23	9257	7154
r24	7782	4970
r25	9316	8250
r26	9127	8233
r27	7920	7578
r28	6964	6900
r29	7864	8158
r30	8217	5071
r31	8917	3709
r32	8060	7319
r33	8032	7779
r34	8494	5831
r35	8837	6989
r36	5728	5496
r37	7927	3934
r38	8679	7204
r39	3937	2133
r40	8006	3511
r41	4271	6307
r42	3316	4788
r43	4086	4834
r44	4444	6689
r45	9050	8679
r46	7147	8599
r47	8629	4652
r48	8536	7260
r49	8004	4852
r50	7975	7262
r51	8898	7710
r52	1432	6168
r53	8682	8774
r54	8766	5517
r55	6857	4431
r56	9434	5500
r57	6802	4822
r58	9249	8371
r59	6927	7184
r60	9653	5399
r61	4898	6656
r62	9233	8570
r63	8128	7000
r64	5618	8547
r65	4238	6737
r66	7917	4098
r67	5983	8742
r68	7415	8466
r69	9645	6981
r70	8094	7053
r71	5782	5564
r72	8548	9720
r73	8737	6292
r74	9462	1105
r75	6623	8591
r76	7743	4839
r77	4160	6971
r78	5749	5575
r79	7882	4795
r80	8119	4052
r81	9398	7731
r82	8301	6798
r83	9203	6962
r84	8925	9350
r85	7922	2602
r86	9438	6951
r87	9345	8407
r88	6167	8816
r89	9914	4729
r90	7162	8641
r91	6817	4757
r92	8502	3639
r93	2886	4822
r94	7995	2809
r95	9643	5042
r96	8126	4691
r97	9310	8418
r98	7882	7577
r99	8986	8704
r100	6786	7140
r101	8115	5177
r102	8478	7036
r103	7351	4630
r104	4094	6902
r105	7018	8503
r106	2289	6676
r107	8381	4872
r108	8952	7273
r109	6814	3460
r110	10854	2427
r111	3639	4429
r112	3945	4750
r113	8431	6085
r114	6139	7365
r115	4383	6622
r116	8178	7484
r117	7879	2589
r118	9586	6327
r119	9626	5045
r120	9299	8573
r121	7053	5772
r122	8664	8973
r123	9065	8635
r124	7799	3437
r125	7910	7742
r126	7789	8435
