restaurant	x	y
r1	17167	14454
r2	16739	17081
r3	19944	18547
r4	21856	14277
r5	17193	20873
r6	19189	17404
r7	18219	10397
r8	16270	17172
r9	19645	14018
r10	17345	15344
r11	21412	13410
r12	20653	16212
r13	17576	17841
r14	20195	13068
r15	18366	18894
r16	20529	14946
r17	17795	21887
r18	19535	17828
r19	24496	3804
r20	20781	15565
r21	21313	14113
r22	16569	21986
r23	19642	13568
r24	20185	13660
r25	17288	16057
r26	18559	16965
r27	16745	11533
r28	14423	16974
r29	20091	18026
r30	17752	15758
r31	20660	14359
r32	20713	15387
r33	18689	14059
r34	16247	21622
r35	20662	12470
r36	21085	12552
r37	21037	15417
r38	17925	22612
r39	21516	12750
r40	19090	17446
r41	17444	15931
r42	16513	22223
r43	21301	14189
r44	13971	17449
r45	22052	13200
r46	19896	19023
r47	19575	16238
r48	17257	15921
r49	19103	16441
r50	21659	14009
r51	14823	16976
r52	16275	22163
r53	20513	17060
r54	15995	21777
r55	20297	11582
r56	17859	20294
r57	19239	19739
r58	20845	13744
r59	19996	19248
r60	20170	17932
r61	23956	2816
r62	16340	17275
r63	21013	13782
r64	18162	12851
r65	4663	27398
r66	17907	16673
r67	19943	18938
r68	21475	11357
r69	24535	3755
r70	19409	19428
r71	19241	8128
r72	15137	20212
r73	19617	15954
r74	13128	22626
r75	13629	17704
r76	20489	14266
r77	21477	11463
r78	19930	18339
r79	20238	12745
r80	19533	16121
r81	21494	14942
r82	21406	13440
r83	21585	14403
r84	18469	13812
r85	19063	19970
r86	17544	17767
r87	19603	13354
r88	10183	25842
r89	20846	14273
r90	21538	14951
r91	18993	13184
r92	21832	14059
r93	19771	10948
r94	16605	21877
r95	21262	14802
r96	19206	19891
r97	23529	3833
r98	17226	15732
r99	18388	20604
r100	21276	10712
r101	21069	13974
r102	18901	10368
r103	17147	16009
r104	21083	13806
r105	21605	14161
r106	19372	17849
r107	20999	13771
r108	19224	18864
r109	19652	16396
r110	14620	22256
r111	18372	19367
r112	19464	12636
r113	14203	35543
r114	14292	25546
r115	15417	17723
r116	14045	25904
r117	19693	19930
r118	19576	20404
