courier	x	y	on_time	off_time
c1	4827	6667	13	103
c2	4860	6754	13	193
c3	5749	5440	73	253
c4	7025	4457	103	343
c5	9313	7135	118	238
c6	5711	5480	193	373
c7	7858	2605	193	373
c8	9590	4997	193	373
c9	6246	8807	208	328
c10	6272	8877	223	463
c11	8988	3815	223	463
c12	9386	7068	223	463
c13	6397	8850	238	418
c14	9575	5043	238	478
c15	8356	7244	238	418
c16	6362	8734	253	433
c17	6394	8718	253	493
c18	7882	4724	268	388
c19	8384	6266	268	388
c20	7861	4955	283	523
c21	9166	7016	298	538
c22	8393	7191	298	538
c23	8760	5557	313	493
c24	8865	7433	313	493
c25	9433	7035	313	493
c26	9244	8603	313	493
c27	6892	4482	328	568
c28	2205	6814	328	418
c29	4088	4925	328	418
c30	7995	7675	328	418
c31	9382	8532	328	418
c32	3672	4887	328	418
c33	6746	4418	328	418
c34	3580	4859	328	568
c35	7931	7654	328	568
c36	2189	6787	328	568
c37	4537	6752	343	523
c38	9049	6930	343	523
c39	8197	7304	343	523
c40	7923	7719	343	523
c41	7815	4906	343	523
c42	8541	6149	343	523
c43	7234	8638	358	598
c44	9048	6944	358	598
c45	9106	8700	358	598
c46	4298	6235	358	598
c47	9181	8113	388	478
c48	8140	7199	433	613
c49	8264	7001	433	613
c50	9008	6955	448	688
c51	8237	7253	448	688
c52	9105	6979	448	628
c53	8180	6790	448	628
c54	8114	7340	448	628
c55	8143	7103	493	613
c56	8117	7094	493	583
c57	8207	7006	493	733
c58	7832	7632	508	748
c59	4151	4943	508	748
c60	6919	6968	508	748
c61	8700	3601	508	748
c62	8668	5597	508	748
c63	8068	4186	508	748
c64	8004	4872	508	748
c65	7854	4864	523	703
c66	8129	4116	538	718
c67	7841	2597	553	643
c68	2218	6791	553	643
c69	8066	3535	568	748
c70	8200	5122	568	748
c71	3945	6920	568	748
c72	9034	8171	583	763
c73	9439	8434	583	763
c74	2301	6739	583	823
c75	7938	4874	583	763
c76	2173	6779	583	763
c77	9292	8560	583	763
c78	7824	4924	598	778
c79	7272	4516	613	793
c80	8255	7296	613	853
c81	7167	4568	613	853
c82	2192	6833	613	853
c83	8289	7189	613	793
c84	6253	8884	628	868
c85	2202	6865	628	868
c86	7996	4968	628	868
c87	7862	4978	628	808
c88	1379	6134	643	823
c89	4314	6244	658	898
c90	5697	5517	658	898
c91	8374	5735	658	898
c92	9362	8509	658	898
c93	8837	7407	658	838
c94	7979	7784	658	838
c95	8898	7434	673	913
c96	8099	4075	673	913
c97	9083	8639	673	913
c98	6830	6795	688	928
c99	9442	8425	703	823
c100	7992	7389	703	883
c101	4033	7007	703	883
c102	8133	6961	703	943
c103	8163	7013	703	883
c104	3859	2138	703	943
c105	64	6037	703	883
c106	1519	6019	703	883
c107	172	5970	703	943
c108	8075	7407	703	943
c109	4259	4782	703	943
c110	1483	6114	703	943
c111	4160	6847	703	943
c112	7935	4097	718	898
c113	4024	4587	718	958
c114	6797	6855	718	898
c115	1462	6174	718	958
c116	8023	4167	718	958
c117	9159	8661	718	958
c118	4165	4954	718	958
c119	8105	5266	733	973
c120	9151	8641	733	973
c121	7516	4898	733	973
c122	8295	5741	733	973
c123	8964	8765	733	973
c124	8983	8624	733	973
c125	4006	4677	733	973
c126	8865	7435	733	973
c127	7898	7894	733	973
c128	8187	4122	733	973
c129	3984	2245	733	973
c130	7150	5779	733	973
c131	8229	5721	748	928
c132	9028	8614	748	928
c133	8847	7460	748	928
c134	8115	6965	748	928
c135	3884	4639	748	928
c136	8038	7763	748	928
c137	2245	6766	763	943
c138	8851	7360	778	1018
c139	6862	7057	778	1018
c140	9336	8360	793	1033
c141	7933	3608	808	988
c142	3897	4656	808	988
c143	7874	7670	808	988
c144	2128	6850	808	988
c145	4275	6272	823	1063
c146	7801	4702	823	1063
c147	9017	8753	853	1033
c148	3939	4741	853	1033
c149	8127	7299	853	1033
c150	6795	4414	898	988
c151	6748	4559	898	988
