courier	x	y	on_time	off_time
c1	23841	3142	0	240
c2	29792	20005	0	180
c3	28984	12346	0	180
c4	29061	19352	0	180
c5	22691	19662	0	180
c6	22465	24030	0	180
c7	22499	5825	0	120
c8	25234	19635	60	240
c9	23506	17418	60	240
c10	24391	16530	60	240
c11	23974	14756	60	240
c12	27115	14610	60	240
c13	25805	22745	60	240
c14	13623	35937	60	240
c15	30269	16528	60	240
c16	31902	14334	60	240
c17	8817	35294	60	240
c18	30916	15972	60	240
c19	25022	15460	60	240
c20	21778	20424	60	240
c21	23180	9560	60	240
c22	20020	19377	60	155
c23	28597	12000	60	113
c24	23642	13048	135	217
c25	25219	18615	150	300
c26	22993	20056	180	420
c27	26599	25029	180	420
c28	28390	11725	180	420
c29	27531	22837	180	420
c30	19597	23858	180	375
c31	24825	18755	180	285
c32	26012	14301	180	395
c33	24890	14876	210	270
c34	21806	22301	225	420
c35	25743	13112	240	420
c36	22145	22736	240	420
c37	26421	18452	240	420
c38	22412	17655	240	420
c39	30118	21017	240	420
c40	28599	9045	240	420
c41	29237	17234	240	420
c42	17655	32467	240	420
c43	22765	17907	240	420
c44	21637	19968	240	420
c45	22663	23137	240	420
c46	24122	15868	240	420
c47	31053	14971	240	420
c48	24204	17916	240	283
c49	25193	16675	300	360
c50	20176	13216	360	600
c51	20652	9455	360	600
c52	20052	18607	360	600
c53	26461	23426	360	600
c54	25025	24419	360	600
c55	23550	12166	360	600
c56	29978	19611	360	600
c57	19936	18108	360	555
c58	24579	23334	360	442
c59	24977	19089	420	720
c60	22487	11631	420	720
c61	24931	14067	420	720
c62	30757	14880	420	720
c63	20249	13624	420	720
c64	24167	19566	420	705
c65	26605	18324	420	675
c66	20207	19066	420	660
c67	26571	13161	420	660
c68	30047	12580	420	660
c69	22165	13818	420	660
c70	21713	9417	420	660
c71	23379	12202	420	660
c72	27044	12836	420	660
c73	20603	16570	420	660
c74	29562	22544	420	660
c75	25538	24116	420	660
c76	21366	16469	420	660
c77	27703	24366	420	660
c78	22586	12820	420	660
c79	21219	14721	420	660
c80	25683	18112	420	660
c81	21825	9737	420	660
c82	31984	6562	420	660
c83	25612	14810	420	660
c84	27800	11763	420	660
c85	5275	32749	420	660
c86	28119	8824	420	660
c87	24444	18813	420	660
c88	24954	20120	420	660
c89	19903	19357	420	660
c90	32082	5315	420	660
c91	25102	25240	420	600
c92	27777	25014	420	570
c93	29902	20447	420	480
c94	25956	15549	420	543
c95	22709	22228	450	585
c96	25989	10531	480	720
c97	21694	20684	480	720
c98	20113	24114	480	720
c99	24654	20958	480	720
c100	27031	10412	480	720
c101	24242	18117	480	720
c102	25815	20250	480	720
c103	21611	11993	480	660
c104	28683	15679	480	682
c105	25023	5535	540	600
c106	27072	15979	585	622
c107	22930	23429	615	637
c108	26278	21274	630	675
c109	24890	13688	640	725
c110	23245	23309	660	810
c111	21615	19539	660	810
c112	23467	9827	660	810
c113	6093	30366	660	810
c114	10180	28465	660	810
c115	23254	12078	660	810
c116	27121	19682	660	810
c117	23042	16029	660	810
c118	29978	18714	660	810
c119	26500	12978	660	810
c120	34346	3606	660	810
c121	19640	22485	660	810
c122	31286	4833	660	780
c123	23616	12040	660	750
c124	21113	21661	660	720
c125	21276	19551	660	720
c126	19665	22098	660	720
c127	23233	4874	660	805
