restaurant	x	y
r1	21433	23219
r2	21627	16711
r3	24736	15151
r4	24829	19822
r5	25832	14420
r6	24306	20926
r7	21627	18266
r8	22697	24005
r9	25499	15951
r10	21736	23050
r11	24473	20738
r12	18818	26420
r13	23487	21689
r14	26050	16245
r15	12146	31339
r16	25626	16171
r17	23105	19209
r18	23012	13672
r19	28628	5886
r20	24629	15916
r21	21318	19175
r22	22865	22041
r23	22260	22066
r24	22935	21067
r25	21760	22945
r26	24405	19705
r27	25196	14704
r28	25237	16534
r29	19808	21526
r30	24450	21106
r31	25956	16303
r32	20742	23727
r33	19252	20410
r34	25542	14300
r35	24539	21086
r36	21102	24435
r37	24169	22684
r38	26448	16554
r39	24608	20327
r40	25720	16614
r41	21563	16825
r42	26750	16129
r43	24325	20921
r44	24782	19984
r45	26061	16911
r46	24092	14691
r47	21834	18353
r48	20071	24798
r49	25186	19338
r50	18502	21126
r51	25450	16063
r52	25774	16441
r53	19931	19909
r54	25167	17762
r55	22254	24062
r56	24879	13798
r57	24039	15655
r58	22213	17627
r59	22342	23985
r60	23504	12442
r61	24149	14791
r62	24093	18526
r63	24428	20579
r64	22119	20046
r65	24453	21431
r66	20609	24051
r67	25647	17384
r68	22560	17449
r69	22410	21579
r70	22101	17852
r71	24836	20048
r72	25869	15075
r73	21177	13831
r74	24357	21395
r75	24149	17656
r76	24703	14915
r77	27660	579
r78	23986	20063
r79	19303	19033
r80	25670	16264
r81	19334	20824
r82	23136	24932
r83	22425	20841
r84	23866	9583
r85	25917	13301
r86	23820	21939
r87	24953	16649
r88	19732	23130
r89	25793	13509
r90	25305	12075
r91	23741	20369
r92	25208	17710
r93	25156	18362
r94	23347	20749
r95	24726	20139
r96	23636	21846
r97	25826	16642
r98	23946	20163
r99	19682	22332
r100	24249	13273
r101	25935	13453
r102	19805	23170
r103	20891	19268
r104	21662	18229
r105	23884	18305
r106	23787	19266
r107	21766	18182
r108	22157	20086
r109	21196	24122
r110	26014	16836
r111	14997	29849
r112	25873	16907
r113	19973	19909
r114	24022	19222
r115	22688	15009
r116	21781	18157
r117	21841	17670
r118	24131	18413
r119	23423	21714
r120	25555	17610
r121	21926	18340
r122	26587	15484
r123	25982	15666
r124	22323	22651
r125	24546	21129
r126	24321	22281
r127	24103	15424
r128	22854	16137
r129	23649	22242
r130	20097	19724
r131	24113	20073
r132	23923	21482
r133	22734	12473
r134	24291	13250
r135	19681	19232
r136	25925	15091
r137	20868	19545
r138	18395	19711
r139	23117	24349
r140	18960	19164
r141	26086	16660
r142	25431	15822
r143	24113	19847
r144	22489	20799
r145	23314	16390
r146	9204	29520
r147	21652	9560
r148	23750	21112
r149	24510	21919
r150	22992	16278
r151	26368	15649
r152	22334	24915
r153	23638	15109
r154	25499	14733
r155	24094	18913
r156	18449	23244
r157	22895	12409
r158	23598	15404
r159	22355	18924
r160	24034	20164
r161	25222	16397
r162	23765	19593
r163	18153	19848
r164	25816	15486
r165	20906	24530
r166	23660	20945
r167	23760	10292
r168	26262	16530
r169	22525	25653
r170	23379	12417
r171	17526	24820
r172	24920	17108
r173	26016	16939
r174	21585	18201
r175	21124	11348
r176	22398	12595
r177	26053	17322
r178	25160	18031
r179	22778	22471
r180	24687	20908
r181	26364	16298
r182	25811	16312
r183	22789	21609
r184	24058	18390
r185	20432	24853
r186	26181	16251
r187	9192	29612
r188	20846	17026
r189	25957	17170
r190	20011	19069
r191	24134	19215
r192	24182	14776
r193	23972	21664
r194	23666	22174
r195	21632	17811
r196	19987	19595
r197	24012	21679
r198	23226	21587
r199	29329	5876
r200	26033	14797
r201	25896	14504
r202	26206	16922
r203	22888	20040
r204	24745	20057
r205	27225	12951
r206	23299	12487
r207	24379	20925
r208	24130	15690
r209	24337	20750
r210	24188	18279
r211	24072	18537
r212	21806	16683
r213	21390	17554
r214	23666	19577
r215	23727	22014
r216	21258	20778
r217	19100	24506
r218	18272	19203
r219	25488	15970
r220	24298	9990
r221	25248	17667
r222	25777	12849
r223	22883	15379
r224	18366	24002
r225	26155	17195
r226	25412	14806
r227	25249	16674
r228	25050	19220
r229	20931	24342
r230	0	32105
r231	22516	26042
r232	25836	13709
r233	21068	11389
r234	25502	16123
r235	20082	20413
r236	24210	22250
r237	21060	11442
r238	20856	24341
