courier	x	y	on_time	off_time
c1	29061	16725	0	240
c2	31338	13238	0	240
c3	27212	14295	15	255
c4	28988	16699	15	195
c5	26737	13441	15	225
c6	29021	16711	30	210
c7	27263	14213	30	210
c8	28630	16215	30	210
c9	29229	12862	30	210
c10	26692	13468	30	120
c11	31290	13081	30	120
c12	26583	6204	30	165
c13	25978	8016	45	285
c14	23792	21432	45	285
c15	27421	16650	45	285
c16	27181	14277	45	285
c17	23678	21473	45	285
c18	26068	21021	45	285
c19	29679	16901	45	285
c20	25936	8183	45	285
c21	30305	13138	60	300
c22	27875	17765	75	315
c23	30247	14336	75	315
c24	33869	2736	75	315
c25	15356	41924	75	315
c26	33258	2677	75	315
c27	26560	16958	75	315
c28	27293	14328	75	315
c29	26929	20607	75	315
c30	26711	19714	75	315
c31	28207	15817	75	315
c32	29646	16737	90	180
c33	30541	12705	90	180
c34	29745	10453	90	180
c35	28589	16181	90	180
c36	28618	16294	90	180
c37	30707	11126	90	180
c38	29584	16998	90	195
c39	29007	16703	105	345
c40	30514	11376	105	345
c41	28380	18334	105	345
c42	26978	15080	105	345
c43	28530	16294	105	225
c44	33863	2781	120	300
c45	26675	14880	120	300
c46	33845	2674	120	240
c47	31013	13767	120	240
c48	26960	14765	120	240
c49	28529	18179	120	240
c50	28619	18323	120	240
c51	27269	20674	135	375
c52	31038	11603	135	375
c53	29190	11403	135	375
c54	28852	15805	135	375
c55	26692	13472	135	375
c56	28848	16918	135	375
c57	27862	7161	150	270
c58	17691	23395	150	240
c59	29463	17501	150	240
c60	26798	14889	150	240
c61	30257	13190	150	240
c62	30145	13222	150	210
c63	29210	11455	165	405
c64	28529	16182	165	405
c65	28986	16774	180	420
c66	27004	15094	180	300
c67	30807	11094	210	450
c68	29654	16696	210	450
c69	31275	13129	210	450
c70	27995	7143	210	390
c71	30741	11064	210	390
c72	26948	14799	210	330
c73	25965	15957	240	420
c74	31281	13136	240	420
c75	30468	11483	240	420
c76	28054	7065	255	345
c77	28585	16227	255	300
c78	27241	18751	270	360
c79	33279	2630	270	360
c80	28499	9190	270	360
c81	28518	11699	270	360
c82	26911	14750	270	360
c83	29345	17555	270	360
c84	27183	14328	270	360
c85	30843	11879	270	345
c86	28594	18294	300	540
c87	27507	17449	300	540
c88	29756	10399	300	540
c89	28851	16909	300	540
c90	27224	18629	300	540
c91	30263	11294	300	540
c92	29824	16754	300	540
c93	30584	11474	300	540
c94	31012	13278	300	540
c95	24760	18226	300	540
c96	29190	16694	300	540
c97	28509	18282	315	435
c98	29638	10911	315	435
c99	27878	9064	315	525
c100	27158	16577	345	525
c101	30322	13135	345	525
c102	26176	8159	345	525
c103	29454	17738	360	600
c104	29646	16856	360	600
c105	29495	17973	360	600
c106	31265	13144	360	600
c107	28343	11755	360	600
c108	29080	16714	360	600
c109	29901	10458	360	600
c110	26732	19635	360	600
c111	27880	17840	360	480
c112	28777	14949	375	495
c113	28685	11810	375	495
c114	29783	16675	390	570
c115	33991	2776	390	570
c116	26933	14759	390	570
c117	28524	18260	390	570
c118	29381	17567	405	645
c119	26975	15112	405	645
c120	26850	14829	405	645
c121	24873	18174	405	645
c122	29653	16720	405	645
c123	29046	14838	405	645
c124	30580	12901	405	525
c125	28701	16291	420	660
c126	31062	13378	420	660
c127	31006	13855	420	660
c128	26901	14958	420	660
c129	29424	17523	420	540
c130	27026	15000	435	555
c131	26621	14892	435	555
c132	30938	13225	435	555
c133	30242	13094	435	555
c134	26938	14896	435	495
c135	27050	15084	450	570
c136	26905	15023	450	690
c137	29795	11032	450	690
c138	26953	15116	450	570
c139	26793	15029	450	690
c140	34029	2658	450	570
c141	29824	16607	450	690
c142	28590	18210	450	570
c143	34004	2682	450	690
c144	28482	18291	450	690
c145	29539	17888	450	690
c146	25028	21473	465	705
c147	28962	18148	465	705
c148	27404	21542	465	705
c149	29793	10919	465	705
c150	29810	10434	465	705
c151	29700	16732	465	705
c152	25772	20402	465	705
c153	24855	18232	465	705
c154	24921	16454	465	705
c155	30278	13205	465	555
c156	31025	13347	465	555
c157	28477	18164	465	555
c158	30178	13175	465	570
c159	25773	14661	495	615
c160	26775	14824	495	735
c161	17288	27936	495	615
c162	25810	14722	495	735
c163	24891	18153	495	675
c164	17215	27842	495	735
c165	29731	16852	495	735
c166	30674	12996	510	750
c167	28200	15889	510	750
c168	26912	20675	510	750
c169	26938	15113	510	750
c170	29695	16638	510	750
c171	28558	18325	510	750
c172	28698	16916	510	750
c173	24740	18337	510	750
c174	30262	14295	510	750
c175	30950	13573	525	765
c176	30605	11405	525	765
c177	34015	2805	525	765
c178	30933	13399	525	765
c179	29778	16587	525	765
c180	26889	14765	525	765
c181	26960	15062	525	765
c182	26716	14515	525	765
c183	30312	14255	525	645
c184	27320	14198	540	630
c185	29417	16261	555	795
c186	33422	2733	555	795
c187	30959	13552	555	795
c188	26672	19706	555	795
c189	30316	13248	555	795
c190	26218	17460	555	795
c191	26450	19949	555	795
c192	26826	14882	555	795
c193	29659	16572	555	795
c194	31312	13078	570	810
c195	28384	18284	570	810
c196	28692	14800	570	810
c197	27828	16571	570	690
c198	27738	18798	585	825
c199	30978	13324	585	825
c200	30637	12614	585	825
c201	29754	16653	585	825
c202	29621	16878	585	825
c203	29107	11461	585	765
c204	27965	7250	585	765
c205	29820	10398	585	705
c206	30148	13258	600	840
c207	29338	17482	600	840
c208	26261	8116	600	780
c209	29449	17532	600	780
c210	29467	17485	600	720
c211	26993	15054	600	780
c212	26799	15017	615	795
c213	28555	18315	615	795
c214	27968	7192	615	795
c215	27994	7179	630	810
c216	28281	13053	630	810
c217	27999	7103	630	720
c218	29179	11336	630	720
c219	28355	13014	630	720
c220	30156	13173	630	720
c221	27119	14622	645	735
c222	26897	14915	690	780
c223	33692	2686	690	780
c224	23167	15891	690	780
c225	26868	14988	690	735
c226	27318	18261	750	840
