restaurant	x	y
r1	30108	13878
r2	28099	15292
r3	28701	18463
r4	24142	18662
r5	25899	15357
r6	30210	13832
r7	29505	14751
r8	26436	15070
r9	29835	13233
r10	29983	13563
r11	4115	51817
r12	25586	16314
r13	25078	14990
r14	30490	13492
r15	29831	13041
r16	25985	13798
r17	30044	13685
r18	25386	10911
r19	27776	9672
r20	27969	19125
r21	25190	16304
r22	28432	13379
r23	26052	15330
r24	29883	13072
r25	29851	11871
r26	26743	17908
r27	28601	17861
r28	30208	14164
r29	28613	17897
r30	28044	6465
r31	27888	18698
r32	26310	17027
r33	29048	12188
r34	25817	13811
r35	25696	12390
r36	26201	15295
r37	28694	18156
r38	29393	16485
r39	24762	21816
r40	26555	20985
r41	29995	12301
r42	26729	9622
r43	25027	20938
r44	29801	13057
r45	30048	14450
r46	29997	13061
r47	28763	17830
r48	27362	16233
r49	27328	13509
r50	26220	15470
r51	28936	17059
r52	28471	15691
r53	28736	18018
r54	30239	10477
r55	26957	13860
r56	29889	14721
r57	27543	9666
r58	26143	15429
r59	26521	21093
r60	22384	16996
r61	25471	10921
r62	25669	20365
r63	25965	15383
r64	28682	18195
r65	29028	10942
r66	30167	12278
r67	26475	14571
r68	29566	13571
r69	25937	15311
r70	27108	18177
r71	27694	12100
r72	25534	8517
r73	25266	21575
r74	29000	17232
r75	28733	17967
r76	32552	3102
r77	22039	13757
r78	25869	17276
r79	27939	12105
r80	28904	17097
r81	28252	16412
r82	28288	12836
r83	29296	14215
r84	28463	11776
r85	26650	17301
r86	28947	11478
r87	29486	11702
r88	25213	8425
r89	27348	18601
r90	24312	21860
r91	29085	16918
r92	28387	18792
r93	28180	18571
r94	25978	20170
r95	23478	16217
r96	23938	19336
r97	27977	7336
r98	28380	16983
r99	28675	16682
r100	24243	16239
r101	27355	10779
r102	24831	14581
r103	29449	11715
r104	30312	13748
r105	28666	17611
r106	25109	16585
r107	25193	21465
r108	27157	9400
r109	30041	9911
r110	28735	18234
r111	27989	15732
r112	22616	14656
r113	30298	13351
r114	30223	13359
r115	28427	14765
r116	29581	11645
r117	30199	10655
r118	25828	6615
r119	30031	13438
r120	23167	16258
r121	26569	21991
r122	29049	12054
r123	24050	20358
r124	12556	31496
r125	28471	16989
r126	23913	16165
r127	29474	13461
r128	27472	22052
r129	26718	19556
r130	28420	12814
r131	26290	16959
r132	23536	17462
r133	30078	12086
r134	32968	3093
r135	27962	12639
r136	25344	8535
r137	33150	3225
r138	27028	19763
r139	27728	19265
r140	28992	12008
r141	29814	12999
r142	30275	10630
r143	27960	17416
r144	26014	20039
r145	25269	21206
r146	22782	16874
r147	28494	16758
r148	27071	18670
r149	13535	26656
r150	13509	26681
r151	4557	32564
r152	26537	19043
r153	27144	7534
r154	25283	8462
r155	27867	15814
r156	28576	13020
r157	22956	21849
r158	16486	28369
r159	30412	12587
r160	30079	11729
r161	26606	18660
r162	29070	12220
r163	24133	17045
r164	26974	21083
r165	27067	17143
r166	22726	21083
r167	24693	21705
r168	29022	17225
r169	28339	15564
r170	21912	18822
r171	29894	14578
r172	27027	19064
r173	27166	19388
r174	30232	11016
r175	14481	42442
r176	28909	13005
r177	29606	12543
r178	28341	12673
r179	30899	12564
r180	29566	9021
r181	28121	16290
r182	26317	9577
r183	30061	13710
r184	26610	12038
r185	25395	17776
r186	29529	15181
r187	27048	9495
r188	30187	12623
r189	29160	16346
r190	27677	19375
r191	33664	2960
r192	27981	16245
r193	25967	14670
r194	28581	10380
r195	29945	11978
r196	27288	13071
r197	24178	16870
r198	26552	9554
r199	29499	15497
r200	21874	21851
r201	28386	12718
r202	28354	16202
r203	28253	17149
r204	29116	12059
r205	24285	16669
r206	28396	16732
r207	28724	18426
r208	28181	17190
r209	26021	15442
r210	4395	29135
r211	27647	17811
r212	25419	21097
r213	25934	16263
r214	27745	18726
r215	17207	26685
r216	29595	12566
r217	27981	18903
r218	30329	14028
r219	29563	12986
r220	29483	12514
r221	30253	12742
r222	29388	11767
r223	26135	13746
r224	25225	13891
r225	22391	16173
r226	27911	12196
r227	3979	52096
r228	28313	12469
r229	29583	12281
r230	29827	11350
r231	30169	12115
r232	18839	25103
r233	28387	15356
r234	26151	15514
r235	28474	10466
r236	25823	22631
r237	30398	12666
r238	28637	18973
r239	23356	21057
r240	28316	12032
r241	28281	15388
r242	28329	16099
r243	20221	31947
r244	32686	2199
r245	26852	12123
r246	25921	15352
r247	22106	17821
r248	25825	14598
r249	30229	12033
r250	26158	20190
r251	27893	19293
r252	30008	11361
r253	26731	17975
r254	27444	19804
r255	28004	16729
r256	30184	11900
r257	22844	34699
r258	27608	19825
r259	27481	9489
r260	33266	2999
r261	28998	17257
r262	25173	21536
r263	27510	13314
r264	19584	34305
r265	30356	13979
r266	16917	23893
r267	26595	15992
r268	23294	21596
r269	30243	12049
r270	32229	3078
r271	30259	14183
r272	28263	15546
r273	28050	17837
r274	26742	14486
r275	28442	19367
r276	29563	11574
r277	30341	10668
r278	28917	17826
r279	25649	14566
