restaurant	x	y
r1	15715	15986
r2	16318	19049
r3	18438	13409
r4	16016	15831
r5	18586	11904
r6	16867	19191
r7	15554	7352
r8	16607	16926
r9	18474	13617
r10	14255	15198
r11	14975	20966
r12	14298	13704
r13	13750	8380
r14	17362	10722
r15	18566	12623
r16	18470	10318
r17	14066	20164
r18	16166	18526
r19	15705	13297
r20	16026	9407
r21	16402	16400
r22	13347	20773
r23	14877	14925
r24	14682	16983
r25	13385	16391
r26	17102	18813
r27	18458	13332
r28	12429	18587
r29	14470	15307
r30	15169	20988
r31	14579	15353
r32	10154	21669
r33	21995	2798
r34	17761	16180
r35	17057	18445
r36	16369	7253
r37	14363	15239
r38	16987	17703
r39	16120	19055
r40	14509	15093
r41	18073	12888
r42	18510	12009
r43	15034	18567
r44	18421	13205
r45	13655	21019
r46	16674	12679
r47	12263	19342
r48	14880	15797
r49	10763	16792
r50	15640	18088
r51	16320	18951
r52	13731	10598
r53	16728	16189
r54	11916	17337
r55	11390	15992
r56	17399	17718
r57	11114	16640
r58	15925	13278
r59	18538	13494
r60	19046	13392
r61	12290	16127
r62	17802	13328
r63	11130	17903
r64	14780	14475
r65	17107	17721
r66	17102	17637
r67	21645	2891
r68	16248	15673
r69	18506	10414
r70	18424	13757
r71	16900	17832
r72	16698	16862
r73	15548	19610
r74	14340	15028
r75	11259	24571
r76	14246	15163
r77	4851	28120
r78	16989	17759
r79	12352	20143
r80	17885	14486
r81	18624	13802
r82	18262	12996
r83	11944	15917
r84	16988	18058
r85	17301	16857
r86	16409	15178
r87	17833	15116
r88	15535	18908
r89	12648	21746
r90	17805	14684
r91	13497	16288
r92	18075	11628
r93	15489	12997
r94	17082	17954
r95	17879	11602
r96	14421	15141
r97	17211	12911
r98	7427	26579
r99	14262	15218
r100	10983	20917
r101	16029	9394
r102	18184	12886
r103	17198	17147
r104	13021	21804
r105	17150	17965
r106	18393	13037
r107	21320	2952
r108	14347	14858
r109	14239	13730
r110	14970	20855
r111	17824	15315
r112	16291	12068
r113	18428	11260
r114	14908	19017
r115	18560	13656
r116	19289	12389
r117	14989	19445
r118	12585	16627
r119	14911	21810
r120	16073	18494
r121	17400	17079
r122	16342	16153
r123	14338	19815
r124	16672	19181
r125	16398	17171
r126	17158	18240
r127	18675	10481
r128	16441	16596
r129	17808	14720
r130	16205	17896
r131	11203	24971
r132	17044	16604
r133	15412	18448
r134	18768	13355
r135	16748	18525
r136	18206	14514
r137	16301	18906
r138	14761	14365
r139	13049	21513
r140	17283	12080
r141	16721	12570
r142	2274	35410
r143	15900	18401
r144	15558	9329
r145	16619	12194
r146	16369	6424
r147	14986	17613
r148	16778	15150
r149	10524	17606
r150	13701	21335
r151	14251	19879
r152	15071	9504
r153	17975	8826
r154	18665	13205
r155	14373	14392
r156	13384	21231
r157	16520	17085
r158	14572	20064
r159	15848	21762
r160	18563	12349
r161	18834	12434
r162	16697	12505
r163	15674	21205
r164	13584	21317
r165	18364	11333
r166	13930	16177
r167	17170	17467
r168	16842	13259
r169	16788	15473
r170	12504	16725
r171	16358	15485
r172	16299	12360
r173	16501	18335
r174	18222	11229
r175	13744	17602
r176	14635	16867
r177	16492	16891
r178	11855	21386
r179	13404	15657
r180	16603	18453
r181	18466	9708
r182	18146	12743
r183	18241	14188
r184	7292	25055
r185	10903	16107
r186	13227	20897
r187	18030	12105
r188	16826	15863
r189	16865	10285
r190	18756	13240
r191	17343	17044
r192	17268	17041
r193	18554	12412
r194	16263	18828
r195	18612	10567
r196	18497	13885
r197	21047	1861
r198	18525	13848
r199	17975	13228
r200	18534	14094
r201	15397	16926
r202	17205	11878
r203	15399	19216
r204	16792	11656
r205	17659	13396
r206	18173	11085
r207	17940	12770
r208	12445	16872
r209	18740	13953
r210	16726	11729
r211	15546	12256
r212	15001	17775
r213	16796	15463
r214	16249	16425
r215	16869	10166
r216	18508	12109
r217	18566	10518
r218	16633	14622
r219	13568	21248
r220	18906	13132
r221	11479	23281
r222	17670	14156
r223	16036	11899
r224	18103	12861
r225	15175	12066
r226	15097	14431
r227	14062	14380
r228	18454	13332
r229	1804	26484
r230	13850	8257
